,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
445,Boys Ain't Shit,SAYGRACE,6vzLbfskWigBsCzNdB0kfE,2019-10-18,0.826,0.615,-4.729,0.137,0.435,0.334,0.841,102.999,-23.122391981037033
446,Barbie Tingz,Nicki Minaj,2qsQ8eVDPmobZpvDxQCVQu,2018-04-12,0.917,0.679,-6.083,0.266,0.0867,0.588,0.453,102.449,-23.596765728867755
447,Work It,Missy Elliott,3jagJCUbdqhDSPuxP8cAqF,2002-11-11,0.884,0.677,-5.603,0.283,0.0778,0.0732,0.584,101.868,-24.191591086686103
448,I Like It Like That (feat. New Boyz),Hot Chelle Rae,6eFahAdQgABBj1XOM99cBG,2011-11-25,0.742,0.784,-5.458,0.0552,0.0308,0.354,0.65,101.002,-25.06417457520574
449,Run It! (feat. Juelz Santana),Chris Brown,7xYnUQigPoIDAMPVK79NEq,2005,0.846,0.482,-6.721,0.129,0.0246,0.393,0.212,100.969,-25.066881617846118
450,Rock Your Body,Justin Timberlake,1AWQoqb9bSvzTjaLralEkT,2002-11-04,0.892,0.714,-6.055,0.141,0.201,0.0521,0.817,100.972,-25.070579748536513
451,Who Says,Selena Gomez & The Scene,3TcL0dyCMyr0kyTTc4NLgI,2011-01-01,0.682,0.927,-2.915,0.0479,0.0843,0.149,0.744,101.019,-25.300035069003286
452,Unwritten,Natasha Bedingfield,3U5JVgI2x4rDyHGObzJfNf,2004-08-30,0.706,0.8,-6.333,0.0399,0.00584,0.0822,0.629,100.011,-26.024929768552585
453,Gives You Hell,The All-American Rejects,6ihL9TjfRjadfEePzXXyVF,2008-01-01,0.718,0.691,-6.44,0.0387,0.0159,0.0627,0.552,100.008,-26.02600509703199
454,Deepthroat,cupcakKe,5cXtT63OTadsjqfRkm5Dwd,2016-02-09,0.93,0.65,-6.896,0.259,0.184,0.198,0.403,98.023,-28.009240736820427
455,HeadBand (feat. 2 Chainz),B.o.B,2LvRR121MWFmmEGkuV2vQP,2013-12-16,0.919,0.506,-7.14,0.304,0.132,0.0771,0.273,97.465,-28.571015425663063
456,Rocketeer,Far East Movement,45sDIKapDyxPl307QpEAwl,2010-01-01,0.664,0.845,-6.115,0.0461,0.181,0.267,0.357,96.005,-30.034568513011422
457,Bubblegum Bitch,MARINA,0ZFBKLOZLIM16RAUb5eomN,2012-04-30,0.495,0.856,-5.123,0.0311,0.000219,0.103,0.609,158.024,-30.040441204706593
458,Hurricane,Bridgit Mendler,7gQ5c5HY6zMsIck6QLY9dJ,2012-01-01,0.757,0.825,-4.062,0.0701,0.0398,0.0798,0.446,95.01,-31.137412537863106
459,Best Friend (feat. Doja Cat),Saweetie,2etHQJxIbV0soyPhelVs9Y,2021-01-07,0.84,0.766,-4.12,0.136,0.00302,0.0684,0.402,94.018,-32.12148585685133
460,...Baby One More Time,Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,1999-01-12,0.759,0.699,-5.745,0.0307,0.202,0.443,0.907,92.96,-33.08930959495662
461,Body Language,Jesse McCartney,7lT9KJpfzMTNi9702WuNI8,2008,0.644,0.748,-4.467,0.0364,0.0309,0.154,0.538,161.434,-33.482234197232586
462,Body Language - featuring T-Pain,Jesse McCartney & T-Pain,66cQXuWUSM6vcfRxAPVTtf,2009-01-01,0.637,0.701,-5.018,0.0412,0.0625,0.175,0.466,161.476,-33.49148941174915
463,Country Grammar (Hot Shit),Nelly,3wMUvT6eIw2L5cZFG1yH9j,2000-06-27,0.865,0.664,-6.822,0.108,0.00689,0.142,0.565,162.831,-34.80130108646469
464,Here's to Never Growing Up,Avril Lavigne,0qwcGscxUHGZTgq0zcaqk1,2013-11-01,0.482,0.873,-3.145,0.0853,0.0111,0.409,0.737,165.084,-37.23003502293447
465,My Chick Bad,Ludacris,3bMNprrp2JDKZsGbiXpsJl,2010-01-01,0.624,0.723,-6.782,0.378,0.172,0.483,0.757,84.789,-41.24397010659394
466,Acapella,Karmin,6RjW45KHJ6kgI2xQ1aFa52,2014-03-21,0.667,0.619,-4.933,0.151,0.126,0.101,0.427,169.865,-41.87486032684893
467,Girlfriend (feat. Lil Mama) - Dr. Luke Mix,Avril Lavigne,1wwt0TvrGY3lnvTAVIx8mO,2007-04-17,0.773,0.843,-3.8,0.108,0.0394,0.341,0.844,82.025,-44.106182309466185
468,We Can't Stop,Miley Cyrus,2y4lAQpi5VTNLu2ldeTdUH,2013-10-04,0.613,0.622,-5.794,0.0334,0.00882,0.37,0.484,80.003,-46.039343836299416
469,Touch My Body,Mariah Carey,2aEuXA1KswHlCGPOuPmCOW,2008-04-15,0.714,0.665,-7.736,0.0509,0.0996,0.226,0.842,78.515,-47.52593938623755
470,Cyclone (feat. T-Pain) - Main,Baby Bash,0x1LCpY9Rgeq97VPajm81B,2007-07-31,0.644,0.725,-4.618,0.0701,0.0112,0.146,0.584,77.977,-48.101994553101406
471,I'm Legit,Nicki Minaj,11a6GzsfPoLY1bVw3IFeMs,2012-01-01,0.859,0.746,-3.014,0.0663,0.0301,0.169,0.543,75.002,-51.16556723217723
472,Miss Movin' On,Fifth Harmony,0gL0Xf8CN95HmgfEYYLRZV,2013-07-16,0.466,0.842,-2.937,0.0513,0.0332,0.349,0.418,75.0,-51.174569720092585
473,High Heels.,JoJo,3CwY9duCa29ye9TDno8mXT,2016-10-14,0.455,0.719,-5.03,0.169,0.00312,0.165,0.637,179.89,-51.88972457311152
474,Lip Gloss,Lil Mama,1Y4ZdPOOgCUhBcKZOrUFiS,2007-03-06,0.619,0.87,-4.956,0.501,0.41,0.0571,0.94,188.772,-60.771307851662
475,Single Ladies (Put a Ring on It),Beyoncé,2ZBNclC5wm4GtiWaeh0DMx,2008-11-14,0.426,0.584,-5.293,0.296,0.0383,0.188,0.272,193.437,-65.42504021702055
476,I Know Your Secrets,Tommee Profitt,2XAPFLOzOlTu707FExHrYN,2018-02-09,0.325,0.683,-8.064,0.0891,0.0907,0.0535,0.119,125.908,-0.8221793854620731
477,Calm Down,Krewella,6BRtWlr1VmsiPjIFnvg9Qv,2017-06-08,0.708,0.475,-6.402,0.0403,0.229,0.0465,0.162,124.846,-1.2714376554953506
478,See What I've Become,Zack Hemsey,0eOyvQ2SeejSS0zJmLS4Wq,2011-06-30,0.395,0.769,-9.442,0.0571,0.194,0.112,0.0388,128.206,-1.9811945573543541
479,Wolves,Sam Tinnesz,4oyUjJauYl4zVrozOYk3il,2017-08-25,0.592,0.848,-5.631,0.0887,0.00134,0.0964,0.399,129.9,-2.11523647853584
480,Ghost Town,Layto,1b7DozY0xHWXU1T84Lck1z,2020-10-09,0.631,0.643,-5.656,0.053,0.0658,0.0937,0.528,130.099,-2.2770596163020835
481,Goodbye,Skan,0wSlgvBam0JTOoGI1nUTOB,2020-11-06,0.483,0.677,-5.665,0.0377,0.0313,0.148,0.232,130.086,-2.2897370969131634
482,I Am Defiant,The Seige,4ePKbzLwkIBslceokt2iXZ,2018-04-23,0.477,0.859,-3.649,0.264,0.0932,0.71,0.504,125.044,-2.7688328791286834
483,Born Without a Heart,Faouzia,6i5jBmnB22alUpJ7hpznuj,2019-03-28,0.699,0.613,-5.827,0.0328,0.0307,0.175,0.54,122.934,-3.213294071958493
484,Flesh,Simon Curtis,0kW7NQraFEyAhXqaE4cZG0,2011-06-07,0.577,0.773,-2.879,0.0766,0.00188,0.0809,0.292,130.001,-3.924171318790421
485,Outside,The Seige,3ZYN2cfyCFn4NuWxEW9tuh,2018-03-27,0.633,0.899,-2.753,0.224,0.0178,0.09,0.441,129.948,-3.988985903247211
486,Infinity,Jaymes Young,1SOClUWhOi8vHZYMz3GluK,2017-06-23,0.671,0.673,-6.941,0.0444,0.148,0.304,0.494,121.963,-4.07472035237436
487,BLAME IT ON THE KIDS,AViVA,6bsGUcHX3dlouSNvMYH8Pk,2020-06-19,0.719,0.441,-6.266,0.172,0.359,0.163,0.504,133.019,-5.017201715648109
488,Houndin,Layto,25R4HkFnzQvgMA6XOJuh4K,2020-01-07,0.737,0.456,-9.791,0.0817,0.0306,0.0863,0.42,132.875,-5.581898729606703
489,Toxic,2WEI,5zj80ti5GGOgMwXHWyqaDm,2018-09-20,0.403,0.622,-9.664,0.0693,0.175,0.15,0.063,119.947,-6.672686703678147
490,Bring Me Back to Life,Various Artists,61KzdDjzvKmbj9JZlVnLwI,2014-05-06,0.534,0.825,-5.229,0.036,0.0161,0.101,0.279,135.945,-8.060868384917686
491,8 Legged Dreams,Unlike Pluto,5EjozPMy3zGQ5wsX3jxax3,2020-08-19,0.731,0.627,-7.278,0.0387,0.176,0.321,0.352,117.969,-8.080197318384707
492,My Jolly Sailor Bold,Ashley Serena,6EtUzfEp4tBk4r4ymq0vEF,2020-08-21,0.398,0.319,-12.938,0.0383,0.912,0.33,0.267,120.103,-8.312983194057571
493,This Is It,Oh The Larceny,273dJWDKMOSB3TfSUiIZwv,2019-05-17,0.731,0.801,-4.772,0.0416,0.0401,0.108,0.68,117.045,-9.189780056546908
494,The Untold,Secession Studios,2YGckbcAmjxbiZbYVAz5UW,2016-12-20,0.397,0.419,-16.328,0.0508,0.15,0.0681,0.0977,119.995,-10.876079905878086
495,Hate Me,Eurielle,4oEL2E7VLBNTqJg8p6YSpn,2015-12-05,0.22,0.13,-15.086,0.0357,0.842,0.0987,0.125,135.872,-11.177127048971851
496,Animal,Chase Holfelder,74ZqYPeN9a3qMfUOM6j7yy,2015-09-08,0.385,0.377,-7.34,0.0388,0.0997,0.155,0.398,114.72,-11.334166495422414
497,Monster,Willyecho,50eNAKjLqvLCTMWjMSL50A,2019-01-15,0.572,0.698,-6.102,0.0742,0.29,0.0603,0.384,139.774,-11.765153516695472
498,Little Poor Me,Layto,6TqoydI7ZJdRkwBgPYy7eb,2018-04-13,0.676,0.787,-7.453,0.0308,0.000541,0.431,0.499,139.958,-11.950773392064288
499,Fight Back,NEFFEX,6KigD0mlF4VGDYiSEzAyYw,2018-11-30,0.716,0.946,-3.412,0.261,0.094,0.0825,0.587,139.943,-12.349452369921222
500,Would Anyone Care,Citizen Soldier,4IyfdyOS4ZM4B19uKMd3FJ,2020-11-20,0.488,0.392,-9.562,0.0309,0.0757,0.166,0.571,140.209,-12.474639408859797
501,Come Little Children,Erutan,2GHxtccGrufkQXi3QpQk9z,2013-01-30,0.46,0.132,-17.582,0.0441,0.949,0.0617,0.33,118.758,-12.639494636341952
502,Hurts Like Hell,Fleurie,2kMAKtrAu16HVWxBnOwuhd,2016-09-19,0.319,0.152,-13.381,0.0372,0.727,0.107,0.091,138.929,-12.64048075805261
503,Hard To Kill,Beth Crowley,4TpgQwMsTC51y1GffLZtbi,2020-09-14,0.646,0.401,-8.335,0.0285,0.84,0.187,0.244,141.951,-14.020753601494267
504,The Wellerman,Caleb Hyles,7LbAqsgXLBdzXmMEXgCfxc,2021-01-30,0.668,0.705,-5.905,0.0403,0.361,0.399,0.454,110.088,-15.96856348701338
505,Gladiator,Zayde Wølf,738SQjONa0q63yhLxvg3m1,2018-06-08,0.54,0.78,-5.872,0.0418,0.0263,0.35,0.514,144.011,-16.00891632670348
506,Ghost,Au/Ra,5TgS4dcUAU8EEb506d8wAT,2019-10-17,0.667,0.503,-8.217,0.0526,0.552,0.169,0.584,144.015,-16.049319323621063
507,Super Psycho Love,Simon Curtis,50fBaxpXWE8Ul4yjo0Q5O2,2016-01-08,0.731,0.819,-5.978,0.0485,0.00889,0.0832,0.789,109.998,-16.055345252726514
508,Shatter Me Featuring Lzzy Hale,Lindsey Stirling,2K7j4xrQENCi5r3Hii4cVe,2014-04-29,0.483,0.947,-3.018,0.0594,0.000742,0.14,0.347,144.948,-17.315714969686695
509,Fly Away,TheFatRat,0hTrQoqDmFnA4S1PC265e1,2017-06-02,0.597,0.581,-4.565,0.0366,0.59,0.137,0.212,147.987,-20.08099759211599
510,Take It Out On Me,Thousand Foot Krutch,1RXoCep9hxApPfx8UFsGZk,2009,0.465,0.813,-4.321,0.0841,0.00281,0.0464,0.614,148.029,-20.146114241063348
511,Blood // Water - Acoustic,grandson,3uC8zcoHtdlCCBZAqD62UH,2018-08-17,0.502,0.4,-5.615,0.0288,0.511,0.0701,0.323,149.714,-21.720186741327584
512,Tears of Gold,Faouzia,2YyLNljkMy2viVcXoFGTDY,2019-11-20,0.587,0.664,-5.698,0.0523,0.128,0.323,0.617,149.957,-21.95351628863862
513,War of Change,Thousand Foot Krutch,1qUHD9oPIMFHKpR12NY2KC,2012-04-17,0.531,0.887,-4.417,0.0329,0.00261,0.0657,0.626,104.055,-22.100676445465865
514,Enslaved,Barren Gates,1bIgBdNPtfKDM4OT5lwPZj,2018-10-25,0.507,0.833,-4.786,0.0607,0.145,0.143,0.3,150.141,-22.20031268799623
515,Little Poor Me - Vosai Remix,Layto,7c9YkNvWQN6HEfxe1JLSFy,2018-08-24,0.531,0.682,-4.267,0.0658,0.0138,0.492,0.475,150.128,-22.23855569519758
516,Devil,Barren Gates,4BVKDnYVUxbfBYJIip2RBp,2019-07-19,0.506,0.865,-1.421,0.155,0.348,0.0892,0.402,150.062,-22.650532396180846
517,You're Gonna Know My Name,Watt White,6L9p64RiacvHRBQlKFRkho,2017-09-05,0.537,0.878,-7.861,0.0926,0.0222,0.0812,0.362,150.998,-22.99543356305114
518,Toss A Coin To Your Witcher,Sonya Belousova,7iQM9DQUFKUSNjVt8GQZV2,2020-01-22,0.469,0.425,-9.474,0.0304,0.92,0.144,0.481,103.128,-23.067095325668266
519,FROZEN,2Scratch,1RcCk9sbNchuvsYKIsXBmr,2020-02-14,0.495,0.627,-7.81,0.0738,0.00653,0.0844,0.0945,152.937,-24.933620944158477
520,Blood // Water,grandson,7clyJIrLkEbXUDwj1tC9zz,2018-06-15,0.504,0.891,-5.632,0.137,0.00163,0.148,0.628,153.988,-25.984838463576256
521,Pit Of Vipers,Simon Curtis,0G37ZYFgookTlLOjBrLSHd,2011-06-07,0.731,0.629,-6.859,0.034,0.282,0.315,0.345,99.999,-26.033506158965082
522,Be Gone,Rival,48Hhk69zWxTOFXaMCrMKXt,2019-08-07,0.498,0.758,-7.036,0.0579,0.0193,0.123,0.412,154.106,-26.079267470720122
523,Boom Boom,2WEI,1tRztGP1nj2Vdn3wGaRtkq,2020-10-16,0.485,0.737,-7.572,0.0943,0.00731,0.0757,0.143,155.718,-27.703790777075035
524,Hoist the Colours - Epic Version,Samuel Kim,2yMz6SS46oKoffXRCf6alC,2020-08-01,0.208,0.634,-8.372,0.0529,0.0636,0.318,0.348,98.209,-27.872192227068588
525,HOUDINI,AViVA,2YSCvCiVVfoWsZPevGKH2k,2021-03-17,0.713,0.612,-7.046,0.0432,0.00383,0.174,0.393,98.005,-28.028460540740017
526,Mr. Sandman,SYML,1ibQiWl2i50MGt3SpRuE0D,2017-05-12,0.34,0.37,-10.661,0.0395,0.919,0.074,0.0434,96.676,-29.618464666223918
527,Hate Me,Nico Collins,5FgdPkPCffPktT5qnWls8Y,2018-09-07,0.644,0.928,-2.966,0.0939,0.00123,0.0793,0.571,95.059,-31.20076452299388
528,Starts Right Here,League of Legends,0MovQqn6F6M1kyAiBIn5CA,2021-04-27,0.507,0.69,-5.076,0.0534,0.00276,0.223,0.389,159.984,-31.99987639727759
529,Stronger,TheFatRat,0iTI5FTB9iEUtcMdx9YyZS,2019-06-24,0.673,0.916,-3.814,0.0344,0.0658,0.0769,0.513,160.025,-32.129478974967306
530,The Kid I Used to Know,Arrested Youth,4poqovyJtmlKMDnSz6QwsE,2019-11-01,0.639,0.776,-4.61,0.0829,0.0731,0.18,0.267,160.101,-32.14394489264666
531,I'm Dangerous,The EverLove,7K0WZ75nHqj450OYd3ZywF,2018-10-03,0.691,0.841,-7.026,0.0436,0.00438,0.31,0.755,92.025,-34.008436209930885
532,Oh Raven (Sing Me A Happy Song),Unlike Pluto,1RPyuGLOheiAKnpxWwZ7Hu,2019-08-01,0.606,0.313,-10.721,0.076,0.182,0.502,0.255,92.008,-34.24851983058016
533,Nothing Ever Changes,Nico Collins,04HywTwgGtbATUROKD5Ata,2018-12-07,0.585,0.866,-3.744,0.0659,0.183,0.117,0.533,91.896,-34.266889657649166
534,Rise Up,TheFatRat,6inzGTxyGsXVjpVKtFGrcE,2019-10-25,0.614,0.694,-5.713,0.0932,0.254,0.0733,0.578,163.942,-35.927317412788106
535,All Eyes on You,Smash Into Pieces,5D29PI3g8UmTHLnjX7e3CQ,2020-08-28,0.591,0.72,-6.181,0.0374,0.0482,0.117,0.259,90.035,-36.0028448927755
536,Just A Dream,Kurt Hugo Schneider,0QfmQhr5npxuWQ4zzUDUhB,2017-11-14,0.439,0.751,-7.632,0.0527,0.193,0.0577,0.221,164.103,-36.085487493719214
537,Wolf in Sheep's Clothing (feat. William Beckett),Set It Off,4WXFDVe299Po8ih6Np54n2,2014-10-14,0.445,0.907,-3.894,0.0773,0.00161,0.403,0.71,165.069,-37.15147921640913
538,Face In The Dark (ft. Panther),City Wolf,0Z9TafIwWJgQxSmqnsPwLI,2019-11-08,0.47,0.961,-0.868,0.363,0.0466,0.305,0.648,164.899,-37.33094929895166
539,Worst in Me,Unlike Pluto,5fxTqRkibJsbCD1FSz8U8X,2017-02-21,0.675,0.67,-6.476,0.0472,0.0511,0.0759,0.477,88.026,-38.0066066618823
540,Heroes,Zayde Wølf,5UYYQuk6SjY3S892UuLXE3,2016-04-01,0.516,0.714,-4.529,0.0391,0.257,0.0683,0.312,86.926,-39.16975686138517
541,Work,Apashe,08Hdc09jF6WFBUGkMpusVX,2020-04-08,0.557,0.855,-2.001,0.114,0.0442,0.32,0.244,86.01,-40.30129102813616
542,Ghost,Confetti,30uCmqegKQnH5AbOE51gPD,2019-10-18,0.766,0.673,-5.066,0.239,0.00286,0.486,0.705,84.947,-41.12065266613994
543,Soldier,NEFFEX,6xbZaeFj8BPE3HGXF7VVjX,2018-11-30,0.698,0.765,-4.562,0.291,0.169,0.39,0.589,84.94,-41.150149930063115
544,The One to Survive,Hidden Citizens,4sVGVELetDHBCYnnp7v7gd,2018-07-13,0.473,0.792,-3.072,0.0334,0.00313,0.157,0.159,85.002,-41.19599333033054
545,Fake,The Tech Thieves,5d7P5eapBbN3gfce5ARfuh,2018-08-03,0.661,0.432,-7.078,0.0362,0.393,0.096,0.554,169.978,-41.94970867923088
546,Soldier,Fleurie,1gzXHWAGYKbaHubERNp0Ox,2016-09-19,0.603,0.299,-10.816,0.0297,0.295,0.294,0.0395,83.975,-42.249668292725694
547,Bad,Royal Deluxe,2iioOQ83EXoy7yMpy0UNx4,2019-05-24,0.56,0.624,-7.44,0.0395,0.0707,0.12,0.559,82.516,-43.52024237614617
548,Man or a Monster (feat. Zayde Wølf),Sam Tinnesz,5wuxZ6UBwAsZpRfQuEVyzw,2015-12-12,0.495,0.529,-6.04,0.0296,0.316,0.222,0.452,81.961,-44.077094577610055
549,Legend,The Score,3SWqGa1J0M7hSBUDM0KePD,2017-10-13,0.601,0.757,-3.341,0.028,0.0139,0.0727,0.462,82.001,-44.16216250813062
550,Superhero,Simon Curtis,4ONObLBeax6CJmc15r9uCS,2011-06-07,0.58,0.955,-0.961,0.154,0.285,0.448,0.469,81.999,-44.40866728111278
551,My Demons,STARSET,3Xfg7AegXaDLoD5GOUMf2e,2014,0.274,0.652,-6.196,0.0625,0.00768,0.108,0.1,173.008,-44.986641093656765
552,Finish Line,Skillet,2GJ1xx5ZoeIJYbQKLSpoZ3,2019-08-02,0.53,0.803,-5.031,0.0386,0.0545,0.316,0.565,80.992,-45.073275830233754
553,Let It Die,Rival,42oMPB2sRZfTN9vV2aN1NK,2020-03-13,0.302,0.538,-6.657,0.0345,0.577,0.177,0.303,173.93,-45.90414146018236
554,Monster,Beth Crowley,3gBuJaOiW0daykCLf6RRn5,2017-07-21,0.432,0.746,-4.462,0.0398,0.0551,0.118,0.428,79.035,-47.053422135627336
555,On My Own,Ashes Remain,6VuztO5yaKP4VjqSkZxpan,2011-08-23,0.361,0.871,-4.313,0.0393,0.0119,0.318,0.575,176.026,-48.060303025060946
556,Unstoppable,The Score,6rrKbzJGGDlSZgLphopS49,2017-10-13,0.485,0.843,-3.993,0.0467,0.00129,0.14,0.602,78.001,-48.11050140588773
557,RISE,League of Legends,69Sy7207dnixZ6w7RSV9Kb,2018-09-28,0.459,0.663,-5.939,0.1,0.0169,0.0621,0.412,176.791,-48.76918605525708
558,RISE - Remix,League of Legends,2u5UWeZlAiO60lSYYME7jU,2018-10-24,0.477,0.777,-5.652,0.34,0.0275,0.074,0.526,176.915,-48.898876385113134
559,King of the World,WAR*HALL,59TfESjrzahkuFiJnt0sXQ,2018-08-10,0.618,0.735,-6.6,0.0634,0.0454,0.25,0.528,76.522,-49.50958981562613
560,The Devil,Rok Nardin,7GLGi9WLYbvnxA6fjZUsOy,2019-10-30,0.143,0.462,-9.11,0.0363,0.372,0.115,0.287,75.532,-50.55622921173348
561,Grateful,NEFFEX,1e6aAbWR0MXCNcr4yQovNr,2018-02-28,0.782,0.757,-6.504,0.0898,0.107,0.0779,0.943,75.002,-51.03092518363287
562,Beauty,Layto,0lrkKaRKobXWnGbvZA8iWW,2019-11-30,0.581,0.339,-9.765,0.0377,0.0766,0.111,0.147,75.002,-51.11741365391037
563,Army,Besomorph,2cGYpPNtn60ceiB7ddfEpw,2020-04-16,0.516,0.703,-3.838,0.03,0.103,0.205,0.143,74.991,-51.125497466084695
564,Dead Man Walking,WAR*HALL,25PBc8FOujkj3UTaxqIo4V,2018-05-18,0.529,0.536,-9.965,0.081,0.0807,0.114,0.257,74.95,-51.17956221817888
565,Gloria Regali,Tommee Profitt,2gFJozKaIG19ca80RSSeNz,2019-04-12,0.164,0.446,-9.809,0.0563,0.773,0.156,0.0397,179.647,-51.71274037595463
566,Deadwood,Really Slow Motion,5nyef8bHyXaglyArVUNlre,2021-04-09,0.337,0.756,-5.499,0.0817,0.193,0.137,0.133,180.25,-52.238441989043956
567,Carry on Wayward Son,Neoni,34GWfxjJsVNCGrhIHK9wPc,2018-07-13,0.319,0.273,-12.695,0.0336,0.0939,0.134,0.132,179.981,-52.28470457961456
568,Crossfire,Stephen,5HjBpej4uHPAX8sMeUFJms,2015-12-07,0.323,0.558,-5.292,0.337,0.459,0.676,0.199,73.552,-52.505776394019364
569,City of the Dead,Eurielle,0P4TBgExJNP8CeYzYpvGMt,2015-12-05,0.138,0.593,-9.562,0.0625,0.643,0.0955,0.181,69.857,-56.24739693232175
570,Warriors,League of Legends,3f4fc8c8unrQeKecmUPEDR,2020-01-10,0.14,0.478,-10.145,0.0484,0.1,0.105,0.0412,185.121,-57.19375133306669
571,Start a War,Klergy,7pqZZcz4K6Oitb9G8hXJUG,2017-10-10,0.472,0.454,-9.278,0.0584,0.57,0.321,0.0391,65.991,-60.09521318978108
572,Can't Help Falling In Love - DARK,Tommee Profitt,1xErKvTvMqszpokp8Mr3Mq,2020-05-01,0.186,0.51,-5.953,0.0568,0.0997,0.067,0.2,199.928,-71.9056269464628
573,Body Back - VIP Remix,Gryffin,3iTZ5Fm4nDP8BNnBhg8RR7,2020-12-10,0.613,0.762,-6.941,0.0453,0.163,0.112,0.502,128.043,-0.048063687378380404
574,Swim,DVBBS,6qsZogIYZl976t9RyRqPjO,2020-08-28,0.721,0.756,-5.518,0.0343,0.17,0.469,0.602,125.978,-0.6804652251085028
575,Trap - Rompasso Remix,SAINt JHN,08pnZCD7bB3voKAA3ShGTw,2020-06-12,0.694,0.739,-5.457,0.185,0.0225,0.507,0.222,128.049,-0.7571048166808094
576,Closer,Kaskade,4HGi3uJg4OTWHQs6TkYAFb,2021-01-26,0.691,0.882,-5.111,0.0537,0.0616,0.0719,0.163,127.986,-0.9940106556388273
577,The Business - SWACQ Remix,Tiësto,2w2WGSwcfSoZMpA9NKI2lj,2021-04-02,0.899,0.542,-7.393,0.0806,0.202,0.371,0.423,125.039,-1.1098372730616939
578,About You,KREAM,0mSxHkAKB6JR8Y3IX20H3n,2020-11-27,0.711,0.82,-6.171,0.0477,0.00116,0.302,0.733,124.983,-1.1656132012901614
579,Kids (feat. MKLA),KSHMR,3rgTS3933lMWoPiN6CW4qY,2020-08-14,0.744,0.866,-4.834,0.106,0.0107,0.528,0.302,128.027,-1.254975210683483
580,Wish You Were Here (feat. Brandyn Burnette) - Dave Summit & CastNowski Remix,Afrojack,2nU5sHPLK6u9Sdm6TzoyFV,2021-03-22,0.727,0.787,-4.782,0.0808,0.0586,0.281,0.445,125.985,-1.2747389684974006
581,Sweater Weather,Gaullin,6siDDghVE7fxel5o7fE4OF,2019-11-01,0.57,0.873,-5.188,0.07,0.00853,0.365,0.236,125.086,-1.570263048269679
582,Leaving You - Riggi & Piros Remix,Audien,4OYjGjhZ03yVekGUr1AUrQ,2021-03-12,0.704,0.865,-4.286,0.0828,0.243,0.591,0.422,125.955,-1.7646648373359213
583,If I Ruled The World,Mike Perry,0PO4YZcs9B2Jakg8SJTZo9,2021-04-02,0.655,0.643,-5.041,0.108,0.0205,0.115,0.29,124.812,-1.8450170995621957
584,Heart On My Sleeve,GATTÜSO,32hvlKjjOhc15tnVmNk4wE,2020-06-26,0.559,0.856,-4.122,0.0621,0.00815,0.113,0.276,127.997,-1.8692485948938407
585,Drivin Thru the Night - Jai Wolf Remix,Petit Biscuit,1Upc76I0FUcOWq7KjsT1uo,2021-02-19,0.599,0.561,-6.978,0.0275,0.00324,0.0847,0.133,129.98,-2.006314520672049
586,Changes,Joel Fletcher,6uogy3zLL3f8CN5NDrQo7m,2021-03-05,0.795,0.67,-7.308,0.0406,0.424,0.111,0.771,124.05,-2.0423582232868203
587,i miss u (with Au/Ra),Jax Jones,7CH8J4ulT49UfZwSDSkSZA,2020-10-09,0.668,0.726,-7.512,0.0468,0.0387,0.134,0.453,124.075,-2.0554822036465854
588,New Love (feat. Ellie Goulding),Silk City,5iEI2hHcG8bnKmUelPk08F,2021-03-05,0.786,0.732,-6.664,0.0421,0.0547,0.342,0.631,123.982,-2.063608816869416
589,Foolproof,Hayden James,0hFv8cFtw4zmcQonKZUA9b,2021-03-19,0.628,0.831,-6.207,0.0356,0.157,0.0714,0.267,124.001,-2.1104972642330995
590,Oops (I'm Sorry) - KC Lights Remix,Lost Kings,6GdfTrSKxEYefdOp3l3JRL,2020-11-27,0.859,0.745,-7.458,0.0743,0.00135,0.0571,0.484,123.997,-2.122961217386471
591,That Feeling (feat. Hayley May),Danny Quest,7clsGP3ea7rhBaEK9ga898,2021-02-19,0.665,0.846,-5.563,0.031,0.00559,0.134,0.78,123.988,-2.298989748953095
592,Creep On Me (feat. French Montana & DJ Snake) - QUIX Remix,GASHI,3Qo418FH9pAHApAzOF8hfI,2018-12-07,0.606,0.934,-5.524,0.0482,0.00384,0.0945,0.18,130.088,-2.353432625714075
593,Run It Up,Seeb,6KQYQ5ycUHmDYFjL2jLXYC,2021-01-29,0.729,0.857,-3.528,0.0578,0.0225,0.13,0.818,128.025,-2.424171589275774
594,I Don't Wanna Go,Tujamo,5RQmbhnkrt6llPrxqRsym4,2021-02-26,0.641,0.895,-3.76,0.168,0.0256,0.292,0.397,125.031,-2.6450801909973225
595,Without You,Mike Williams,1HPJpgceRg6KPO11nMhWlt,2021-05-12,0.701,0.866,-4.589,0.0838,0.0243,0.17,0.327,124.008,-2.7548034048135355
596,BED,Joel Corry,0siYMEsGrzzzlWLXK5zJfS,2021-02-26,0.671,0.782,-4.593,0.0341,0.0142,0.333,0.618,123.989,-2.7616254588675013
597,Problems,Don Diablo,2dyrLrVopYKGc3H9oOYSmZ,2021-03-05,0.721,0.768,-4.371,0.0685,0.21,0.262,0.468,124.076,-2.8193692616451353
