,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
147,My Type - Kat Nova Dance Remix,Saweetie,0otKQCPRcuBqRLubKdgHpv,2019-10-25,0.887,0.88,-4.24,0.0949,0.00252,0.112,0.533,121.992,-4.6548373169878
148,Bring The Noize,M.I.A.,2TqQlouM5hXKJ94KD7oPLh,2013-01-01,0.652,0.932,-1.408,0.117,0.0515,0.212,0.441,125.004,-4.755708771020447
149,Good as Hell (BNDR Remix),Lizzo,0YG0lnYgS1MX3FLfHwoBEM,2016-06-17,0.851,0.92,-3.381,0.108,0.0176,0.188,0.641,121.976,-5.10293861338943
150,Move,Little Mix,1bmtVglfmSQWfKjgPyERJ8,2013-11-11,0.85,0.741,-4.572,0.092,0.00441,0.549,0.766,121.17,-5.283462038247833
151,Got Me Good,Ciara,2KrrkENWfhnfgjIclMpPiS,2012-11-06,0.709,0.96,-4.465,0.0898,0.00157,0.893,0.665,133.037,-5.490064079044054
152,Venus,Lady Gaga,3n3S5cH3IyaOswY2XSUGTS,2013-11-11,0.811,0.895,-4.304,0.0608,0.0267,0.104,0.736,121.01,-5.520980274222657
153,Really Don't Care,Demi Lovato,5vTPxzm4h2bY9rYyVrGEU5,2013-01-01,0.706,0.728,-3.602,0.0852,0.123,0.185,0.851,121.017,-5.809848987371326
154,Blow,Kesha,3pYDZTJM2tVBUhIRifWVzI,2010-11-19,0.753,0.729,-3.862,0.0392,0.00334,0.073,0.812,120.013,-6.6094855131738655
155,Poker Face,Lady Gaga,5R8dQOPq8haW94K7mgERlO,2008-01-01,0.851,0.806,-4.62,0.0787,0.118,0.121,0.787,118.999,-7.323272552355986
156,7/11,Beyoncé,02M6vucOvmRfMxTXDUwRXu,2014-11-24,0.747,0.705,-5.137,0.126,0.0128,0.126,0.56,136.024,-8.145356475436056
157,Stupid Love,Lady Gaga,7yBbV2k2S2uhaQc24NF2xt,2020-05-29,0.68,0.825,-4.296,0.0702,0.00173,0.27,0.784,117.987,-8.386458285066821
158,What You Waiting For?,Gwen Stefani,7bZsx7Zif6FIhrcZrh0LVm,2004-11-23,0.676,0.948,-2.557,0.0628,0.0509,0.384,0.731,136.027,-8.949032045420195
159,SOS,Rihanna,30cSNer6TV8x2utjULVeQ5,2006-04-10,0.677,0.671,-4.905,0.0361,0.004,0.413,0.527,137.046,-9.196173813190997
160,Can't Be Tamed,Miley Cyrus,2r6DdaSbkbwoPzuK6NjLPn,2010-01-01,0.63,0.91,-2.919,0.144,0.0287,0.196,0.743,116.98,-9.77403623350143
161,How We Do (Party),Rita Ora,05j9ehtmZsj8BL07s9rZ75,2012,0.738,0.922,-3.94,0.0835,0.0034,0.0986,0.689,116.024,-10.37367219383428
162,Feedback,Janet Jackson,2K1MhduqSRF4Q2agqEtnEh,2008-01-01,0.846,0.649,-6.849,0.0534,0.000341,0.0623,0.496,114.976,-11.058385825565539
163,Feeling Myself,Nicki Minaj,5fyIGoaaKelzdyW8ELhYJZ,2014-12-15,0.564,0.703,-5.459,0.269,0.437,0.358,0.477,139.045,-11.093004278788603
164,Piece of Me,Britney Spears,2EvwLVrnYbCZEG6Kx5DCRy,2007-10-25,0.769,0.638,-5.054,0.216,0.0902,0.0857,0.782,115.007,-11.15014411670902
165,Raising Hell (feat. Big Freedia),Kesha,3Ex5RFJRUdpHcDOLXJOVLy,2019-10-24,0.676,0.869,-4.689,0.132,0.00134,0.0692,0.271,114.991,-11.228491006138134
166,How to Be a Heartbreaker,MARINA,2Ow4Pmi0VOOLvbmJ8V70qo,2012-04-30,0.69,0.897,-4.696,0.0506,0.0142,0.108,0.849,140.05,-12.19251650075907
167,4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,1oHClQEgDmmbcEx12Kc5nZ,2009-09-18,0.753,0.931,-4.922,0.0652,0.00994,0.234,0.767,113.029,-13.130376213505421
168,Gimme More,Britney Spears,6ic8OlLUNEATToEFU3xmaH,2007-10-25,0.788,0.844,-3.131,0.0334,0.25,0.0723,0.382,113.324,-13.188265058448915
169,"One, Two Step (feat. Missy Elliott)",Ciara,7uKcScNXuO3MWw6LowBjW1,2004-09-27,0.944,0.511,-10.96,0.161,0.042,0.0379,0.842,113.046,-13.601244160988442
170,G.U.Y.,Lady Gaga,4rYLpaNFzt6pkQnrCvVHUw,2013-11-11,0.616,0.919,-3.468,0.0401,0.0141,0.117,0.572,110.008,-16.346306588746717
171,Hollaback Girl,Gwen Stefani,0LzrhCZFXW94Y8nwtTuRlw,2004-11-23,0.926,0.916,-2.221,0.0929,0.35,0.0234,0.904,110.007,-16.631171895163423
172,Give Me All Your Luvin',Madonna,2woCC5hiuPTDAonxhEojP0,2012-01-01,0.68,0.885,-4.36,0.0382,0.00557,0.377,0.879,144.998,-17.13669912299646
173,Watch Out For This (Bumaye) - Daddy Yankee Remix,Major Lazer,6LF14DokNvedNASi3gX5Vm,2013-08-20,0.854,0.826,-1.763,0.143,0.0687,0.0561,0.908,108.039,-18.648468849729735
174,Mo Bounce,Iggy Azalea,57nIrfsmlBYZO5fs4gbo0f,2017-03-23,0.867,0.773,-5.429,0.275,0.0109,0.0913,0.734,105.933,-20.14372358074143
175,Bang Bang,Jessie J,0puf9yIluy9W0vpMEUoAnN,2014-10-14,0.706,0.786,-3.417,0.091,0.26,0.38,0.751,150.028,-22.244479500449145
176,Bootylicious,Destiny's Child,41nT1Sp6ChR65FbsdLlFHW,2001-05-01,0.84,0.835,-4.386,0.275,0.00281,0.152,0.637,103.376,-22.77792454193807
177,Vroom Vroom,Charli XCX,5hyq3LBlCfjRQAFkdQwe8o,2016-02-26,0.836,0.684,-5.818,0.241,0.122,0.0854,0.514,151.007,-22.996617753316873
178,BO$$,Fifth Harmony,1COvXs6jaykXC73h9OSBVM,2015-01-30,0.813,0.872,-5.224,0.107,0.00621,0.0498,0.736,103.016,-23.067893697249463
179,E.T.,Katy Perry,36ux3YuUsGTWPT8fXclS45,2012-03-12,0.62,0.869,-5.252,0.175,0.0181,0.369,0.76,151.684,-23.704296117250465
180,Pump It,Black Eyed Peas,6btyEL6NwUa97Nex9cZFvo,2005-01-01,0.649,0.931,-3.15,0.181,0.0093,0.751,0.744,153.645,-25.870336871591284
181,Team,Iggy Azalea,2bocAPQcUTLUXx8lAOTiK3,2016-03-18,0.891,0.692,-4.989,0.0673,0.0545,0.608,0.218,100.023,-26.074220209320927
182,Fancy - GTA Remix,Iggy Azalea,1YjIpPP6a8mu0UK9MLAsO5,2014-01-01,0.73,0.846,-4.624,0.0357,0.000342,0.0484,0.582,99.992,-26.12664173920549
183,Worth It (feat. Kid Ink),Fifth Harmony,41Fflg7qHiVOD6dEPvsCzO,2015-01-30,0.884,0.765,-3.865,0.0882,0.063,0.118,0.594,99.987,-26.201709733595823
184,Pon de Replay,Rihanna,4TsmezEQVSZNNPv5RJ65Ov,2005-08-29,0.779,0.64,-8.415,0.159,0.000155,0.101,0.498,99.019,-27.060181659790157
185,Feelin' Myself,will.i.am,26XUAwGZqQEyy8Ubhtj4kq,2013-01-01,0.859,0.533,-8.59,0.156,0.0293,0.138,0.514,96.453,-29.632133806720002
186,Toxic - Y2K & Alexander Lewis Remix,Britney Spears,48C9sYkAOavqzFn77bxGR3,2020-01-31,0.747,0.468,-9.401,0.218,0.0178,0.199,0.45,157.98,-30.06157010427513
187,Fancy,Iggy Azalea,3oiMJQAWVaxSubJ7b2VUtX,2014-01-01,0.912,0.716,-4.141,0.0697,0.0904,0.0491,0.377,94.981,-31.160054315358387
188,M.I.L.F. $,Fergie,3osQ5lSSqZb8HWRozdbVPw,2017-09-22,0.773,0.706,-5.709,0.0999,0.00538,0.0208,0.693,160.912,-32.89966520210486
189,Beg For It,Iggy Azalea,7MQREx2p9bXdqm8WTGVkGI,2014-10-24,0.807,0.747,-4.31,0.0471,0.229,0.0884,0.4,93.009,-33.11227287737947
190,Survivor,Destiny's Child,2Mpj1Ul5OFPyyP4wB62Rvi,2001-05-01,0.514,0.911,-2.027,0.41,0.0559,0.775,0.619,161.109,-33.41704086386281
191,Woohoo (feat. Nicki Minaj),Christina Aguilera,3b7jMtkPU3aPulz6AvBGBD,2010-06-08,0.747,0.779,-6.446,0.196,0.00998,0.0795,0.36,92.003,-34.030862278436736
192,London Bridge,Fergie,7jRoWfRlLnGYEIEn4t4kbq,2006-01-01,0.769,0.609,-5.894,0.357,0.216,0.166,0.633,90.951,-35.09124049914051
193,Burn,Ellie Goulding,0xMd5bcWTbyXS7wPrBtZA6,2013-01-01,0.559,0.777,-5.031,0.0432,0.31,0.105,0.329,87.016,-39.05460129661512
194,Problem,Natalia Kills,089XJfZCapAEf3dkVoGQtq,2013-01-01,0.549,0.955,-3.145,0.27,0.148,0.441,0.669,169.886,-42.01211619726232
195,Get Ur Freak On,Missy Elliott,6zsk6uF3MxfIeHPlubKBvR,2001-05-14,0.797,0.75,-9.369,0.247,0.533,0.095,0.74,177.87,-49.90657910454013
196,Roar,Katy Perry,6F5c58TMEs1byxUstkzVeM,2013-10-18,0.554,0.772,-4.821,0.0418,0.00487,0.354,0.455,179.984,-51.99119088092006
197,Partition,Beyoncé,5hgnY0mVcVetszbb85qeDg,2014-11-24,0.412,0.441,-11.523,0.291,0.0296,0.306,0.174,185.571,-57.73537014064691
198,Fighter,Christina Aguilera,7nXq1vaZiz7PdbfojpPjW5,2002-07-19,0.435,0.92,-1.357,0.201,0.235,0.552,0.45,188.899,-61.10851103839792
199,Naughty Girl,Beyoncé,0YGQ3hZcRLC5YX7o0hdmHg,2003-06-24,0.588,0.461,-8.686,0.161,0.237,0.0913,0.659,200.053,-72.04772003232408
200,That's My Girl,Fifth Harmony,2ACOWPLUe4A4KuQ5ioD2od,2016-05-27,0.596,0.851,-4.245,0.121,0.0358,0.365,0.612,202.049,-74.06218054348543
201,Do What I Do,BlocBoy JB,3JDvRm0Rgj3E22AgI9EkyR,2020-07-31,0.691,0.598,-7.577,0.272,0.000323,0.204,0.183,126.913,0.06519495803111897
202,1 2 3 (feat. Blac Youngsta),Moneybagg Yo,27KSwBOQTjGWt2Fe8fNAwq,2020-01-10,0.947,0.58,-7.635,0.46,0.027,0.0616,0.778,127.046,0.021166135240391903
203,White Lows Off Designer (feat. Lil Durk),Tee Grizzley,00lh2JJMF7xsplZhwDT4jv,2021-03-19,0.747,0.574,-6.587,0.24,0.561,0.1,0.436,127.981,-0.049873919477455564
204,Drip Like Dis,Bankroll Freddie,1pyeIeIBIJ8VAJpF0pNPu0,2019-10-23,0.956,0.668,-5.365,0.362,0.00975,0.113,0.481,127.927,-0.7212796952563194
205,Shining (feat. 42 Dugg),LBS Kee'vin,5MnvWTgIAI8x9xgTRw76I6,2020-12-04,0.957,0.524,-8.166,0.458,0.0153,0.086,0.808,127.999,-0.7637706633232604
206,Too Hotty,Quality Control,3hWUIMNBwLNug1O8o2PPRW,2017-12-08,0.889,0.398,-7.183,0.204,0.19,0.104,0.159,129.993,-2.0360184661491347
207,Put a Date On It (feat. Lil Baby),Yo Gotti,6PRh0ilIMEP1xlUHqalnkD,2019-01-25,0.835,0.659,-5.696,0.31,0.0123,0.372,0.579,129.93,-2.1156244498978323
208,Russian Cream,Key Glock,03ThZweiBWFP8tOGsk6QMO,2018-02-02,0.867,0.774,-5.791,0.315,0.11,0.157,0.549,130.007,-2.1481413702064356
209,What's On Your Mind (feat. Jacquees),K CAMP,0te0mYcVMqRLc4vuDjZ0Yg,2020-04-24,0.633,0.471,-9.284,0.282,0.028,0.166,0.375,129.17,-2.313193445424729
210,Headlocc (feat. Young Thug),Yella Beezy,0RV9wVTrrX9OadfiEqKGdF,2020-04-10,0.961,0.571,-4.001,0.177,0.013,0.0486,0.641,125.004,-2.4592415143788773
211,Nasty Nasty,Boosie Badazz,2hjAeR0vBXt9bgFs4iEkM6,2019-11-14,0.914,0.552,-10.126,0.447,0.163,0.106,0.493,128.182,-2.5561687539826505
212,Opps,JayDaYoungan,5Jdob8VuV2VzvOx1IUn5jm,2019-06-28,0.902,0.475,-9.267,0.388,0.128,0.109,0.584,129.978,-2.871394292344523
213,Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly),Tee Grizzley,2HsSzwrvvgiYSCdsYLiJWB,2019-06-07,0.779,0.705,-6.383,0.051,0.237,0.0899,0.451,122.996,-3.058899852028998
214,Whole Lotta Choppas (Remix) [feat. Nicki Minaj],Sada Baby,1IlJZCRthVEPlksVzj3JWY,2020-10-16,0.956,0.72,-2.73,0.173,0.00192,0.117,0.282,127.943,-3.1773522747787943
215,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,7o4gBbTM6UBLkOYPw9xMCz,2020-12-02,0.928,0.341,-10.196,0.103,0.0614,0.162,0.745,129.966,-3.5231876431115827
216,Recession Proof,Yo Gotti,3ddAAWOPybU28SZW8Vzd3V,2020-07-02,0.727,0.771,-7.293,0.142,0.00206,0.354,0.333,131.917,-3.928605201230943
217,Whole Lotta Choppas,Sada Baby,6hLZzCS4E7AWo3PRBWy6az,2020-08-14,0.926,0.762,-1.887,0.205,0.000718,0.117,0.277,127.931,-3.9972933057892988
218,Old Streets,2KBABY,3k0LQivRnB690bkznEXI1E,2020-04-10,0.686,0.362,-12.042,0.617,0.512,0.168,0.6,126.7,-4.307050371609627
219,Fox 5 (feat. Gunna),Lil Keed,0qiASn6jJ1umfZbBtcR6va,2020-08-07,0.976,0.546,-6.854,0.26,0.0466,0.0945,0.852,119.981,-6.063422329777794
220,100 Shots,Young Dolph,3TXy6nchgKeYlVwOKNk9lE,2017-04-01,0.798,0.668,-5.244,0.25,0.135,0.0583,0.154,134.006,-6.15826518933203
221,Good Weed Bad B*tch,K CAMP,01iIIgdoDuKn3yaNguCMmG,2014-04-15,0.575,0.63,-5.516,0.0603,0.1,0.0956,0.558,119.983,-6.164551490554073
222,What It Was (feat. Future),Lil Gotit,2q5NtOWy57wzao7RjMvXOM,2020-07-10,0.787,0.501,-9.132,0.25,0.0857,0.115,0.361,133.994,-6.356276832800489
223,Not A Rapper (feat. Lil Baby & Yo Gotti),42 Dugg,0qnHywpYq7D2SGMpuHEasL,2020-03-27,0.888,0.715,-3.377,0.274,0.128,0.0898,0.557,120.106,-6.720524517855156
224,100 Racks (Offset feat. Playboi Carti),Quality Control,4T2dHb8XBYHlVj7Dyo1cW9,2019-08-16,0.939,0.632,-2.978,0.137,0.0606,0.101,0.364,133.979,-6.92955181575872
225,Sexual (feat. Chris Brown),Dave East,5I3fS1Wzj9PhHHcIu203tZ,2020-10-23,0.768,0.625,-5.86,0.265,0.225,0.134,0.406,134.991,-7.016742920089467
226,Type Of Way,Rich Homie Quan,0YKvEXArXE4GeGzqCsaifN,2013-01-01,0.854,0.75,-5.273,0.29,0.0606,0.0968,0.814,134.919,-7.0392967169272325
227,MOLLY (Remix) [feat. DaBaby],Foogiano,56kv5j1Cvof5AIGjtrZYbx,2020-11-26,0.901,0.614,-6.732,0.263,0.0115,0.108,0.266,135.504,-7.484619040169186
228,How It Was (feat. Future),DJ ESCO,44lUcHz7LXhvdlwLy8WsBg,2014-01-14,0.673,0.642,-9.367,0.042,0.0668,0.161,0.202,135.129,-7.511429284368422
229,Monday to Sunday (feat. Lil Baby & BIG30),Pooh Shiesty,4L0bEIT9TobM734BeYfEe1,2020-06-26,0.737,0.539,-9.988,0.175,0.0221,0.108,0.313,134.981,-7.579689193018501
230,Mop Wit It,Boosie Badazz,2ZXXkCrync6XGUS6IT9Bvd,2020-02-14,0.958,0.566,-7.14,0.326,0.116,0.102,0.583,118.001,-8.04236637870856
231,Rags2Riches 2 (feat. Lil Baby),Rod Wave,0qJeyYAgv6UpvewUxRXAhb,2020-08-07,0.874,0.443,-9.628,0.241,0.147,0.124,0.298,118.004,-8.4729475564261
232,23 Island,JayDaYoungan,2DnyKpPcFpC460wLJeGzOs,2019-10-11,0.804,0.383,-10.984,0.354,0.563,0.238,0.455,118.009,-8.965075183198543
233,All White,Young Nudy,5SFuxoSz0mS7TBoSTfvtQ3,2020-09-17,0.926,0.492,-9.132,0.333,0.0561,0.0874,0.311,136.975,-9.228044129783514
234,Tric Or Treat,Young Dolph,2nMWvwPhdi1oUizCfC6QLZ,2019-10-31,0.967,0.766,-5.302,0.131,0.206,0.191,0.901,115.013,-11.115311355751428
235,2z Don Corleon,Lil 2z,5DoPoFpGLfEu9KyhbGULMB,2019-12-05,0.847,0.444,-10.167,0.492,0.336,0.0996,0.667,115.042,-11.46516722289766
236,Richer (feat. Polo G),Rod Wave,7HsjuVBM93Z2RoxjpWLgTT,2021-03-26,0.726,0.411,-12.929,0.0671,0.438,0.087,0.734,137.905,-11.49697806466856
237,Gang Shit No Lame Shit,Key Glock,6gbiTbclnHlmSIPfmF2zEc,2018-11-23,0.828,0.434,-10.609,0.301,0.0394,0.0806,0.38,115.071,-11.563201307899233
238,Stay Ur Distance,Yo Gotti,3GXDBeiF8ATGHJNWLinWAA,2020-08-28,0.832,0.611,-7.337,0.193,0.0091,0.216,0.682,139.933,-11.916966605546248
239,Hold Up Hold Up Hold Up,Young Dolph,0Hhn2oi65aQ8OD9MVuJJvV,2020-08-14,0.833,0.673,-7.119,0.134,0.0558,0.112,0.63,139.972,-11.947326259224539
240,Slum Anthem,K CAMP,6225vlQNgif1W5dE5KN6Y6,2014-11-17,0.759,0.454,-6.594,0.137,0.192,0.0853,0.0551,140.04,-12.02350735903351
241,Poles,Quin Nfn,15gaivYRuN6mra3Ib4z3tt,2019-10-25,0.902,0.472,-6.802,0.469,0.0153,0.0539,0.65,140.046,-12.024033593123029
242,Drug Addiction,YoungBoy Never Broke Again,1jWHtG4UXwH7JkEGY559Pa,2020-09-11,0.819,0.738,-5.159,0.186,0.47,0.117,0.676,139.957,-12.031396157235141
243,Water on Water on Water,Young Dolph,5YGhm6pI5s0uxJ2DwrDYqO,2019-07-26,0.919,0.56,-5.221,0.3,0.0118,0.0963,0.382,141.001,-13.06293696838605
244,One Shot (feat. Lil Baby) - From Road To Fast 9 Mixtape,YoungBoy Never Broke Again,6HM2tjTLqJi0poAkCdnNTB,2020-06-18,0.589,0.684,-4.51,0.394,0.143,0.214,0.261,112.592,-13.623052351913419
245,On Fleek (feat. Gunna),Yella Beezy,1XzFvEZf1zcDPhiXm017wf,2020-11-06,0.759,0.656,-7.592,0.0873,0.0371,0.104,0.174,141.955,-13.953251901001362
246,Don't Drink Dasani,K CAMP,3J4NEXmXT6w5xUk0KXxEOk,2021-01-19,0.934,0.457,-11.578,0.406,0.0155,0.109,0.772,141.995,-14.72103910614058
247,Weekend (feat. Moneybagg Yo),Yo Gotti,53D5TZhptGDDirr0WJFsD2,2020-01-31,0.972,0.55,-4.404,0.0614,0.0493,0.111,0.61,111.03,-15.179863774482232
248,Low Key,Morray,0pAEUTqBgPhVtvSedvAJFP,2020-12-04,0.863,0.363,-9.702,0.0698,0.0418,0.298,0.0589,111.005,-15.302627284238572
249,Body Count (feat. King Von & G Herbo),Mozzy,30AW1wD8qK1Bqw3Z44xs3f,2020-05-01,0.815,0.673,-6.195,0.354,0.105,0.0894,0.498,144.19,-16.17160295484382
250,Snake,Lil Keed,3wdnX9UwfyXkNq0FJVhQQD,2019-06-14,0.943,0.443,-10.098,0.138,0.188,0.282,0.621,109.908,-16.443589114823855
251,Crunk Ain't Dead,Duke Deuce,4RsTfAuTiUyL7GKGPiNC0w,2019-12-09,0.767,0.931,-1.472,0.269,0.0397,0.182,0.474,145.938,-18.64246383631142
252,Major,Young Dolph,3Yt2ph8Ko0JBANpdawzSF2,2018-09-21,0.907,0.651,-5.661,0.312,0.0111,0.108,0.637,147.026,-19.02945203865543
253,Never Change,Key Glock,3jwPywqUctEw2L2LO4p39K,2020-11-29,0.901,0.352,-9.804,0.501,0.226,0.109,0.395,146.92,-19.124620247020925
254,Death Row,Young Dolph,632xdEmAyhHtn7dsaimP0r,2020-08-14,0.911,0.741,-5.662,0.18,0.0344,0.113,0.794,148.051,-20.053061856528196
255,Word on the Streets,Key Glock,3jhStgnHgwPGaSyhdHuT1Z,2020-01-31,0.886,0.646,-7.288,0.328,0.0266,0.0857,0.798,148.119,-20.09783405150402
256,Never,Young Nudy,1OonkqUuqSbPV5GwBCyV4B,2020-10-14,0.769,0.465,-11.379,0.214,0.125,0.0675,0.383,148.019,-20.488102220922183
257,Plus 10 (feat. Jack Harlow),Seddy Hendrinx,5HuG4b24vH8smIUX9ODQAu,2020-11-27,0.95,0.519,-7.599,0.358,0.341,0.128,0.92,104.985,-21.06613146989749
258,Own My Masters,Jackboy,1aae2Vz2CgDK6UvA9XQRX4,2021-03-19,0.781,0.622,-6.605,0.313,0.158,0.137,0.749,149.823,-21.794466688360945
259,Lonely,Speaker Knockerz,0dbZ2iUuKvsm3FupBw6M9N,2014-09-02,0.802,0.582,-7.296,0.235,0.126,0.161,0.338,150.002,-21.97900376271356
260,The Smartest Intro,Tee Grizzley,2ZccygxtuXd0hu8zF7GQbO,2020-06-19,0.84,0.704,-5.986,0.199,0.449,0.145,0.381,103.998,-22.04873857908062
261,Flag On The Play,Blacc Zacc,63w00YkVyL6G7fmtU3tnWg,2020-08-14,0.78,0.41,-8.732,0.34,0.141,0.126,0.331,151.151,-23.20260440379923
262,ChopBloc Pt. 3 (feat. NLE Choppa) - Pt. 3,BlocBoy JB,49ldIrWa1GMcgLtm52inwP,2020-10-09,0.736,0.587,-5.809,0.441,0.00196,0.112,0.304,152.015,-24.007741911568036
263,Don't Need Time,Hotboii,45EzsxBDieiBZmI4ZaqAal,2020-05-22,0.782,0.431,-8.313,0.427,0.641,0.123,0.668,101.905,-24.17853395110207
264,Wild Child,Noodah05,0WJaIeNLvqn6rDSyGgaxfI,2020-10-02,0.555,0.502,-8.544,0.314,0.0396,0.121,0.311,101.915,-24.18113224457551
265,4 Da Gang (with Roddy Ricch),42 Dugg,4KIkADzoVm3A10E9qyjsQ5,2021-04-02,0.871,0.545,-10.489,0.189,0.0143,0.148,0.722,100.482,-25.80776438483454
266,Ranada,YoungBoy Never Broke Again,4XlyD28tQ6qdqNS2BkE1AF,2019-10-11,0.502,0.671,-5.158,0.293,0.147,0.211,0.584,153.864,-25.884126216167076
267,Rake It Up - Diplo & Party Favor Remix,Yo Gotti,3wAbP40X5P9EVWkwmszInb,2017-10-26,0.878,0.933,-3.093,0.277,0.126,0.531,0.601,154.006,-26.231162133974323
268,All In,YoungBoy Never Broke Again,7CdoE8U5DwrwCaLoyf3ME0,2020-09-11,0.511,0.654,-6.133,0.314,0.053,0.316,0.279,154.868,-26.84894670264565
269,From The D To The A (feat. Lil Yachty),Tee Grizzley,2NyrXRn4tancYPW6JwtTl2,2017-03-17,0.851,0.625,-5.417,0.303,0.195,0.266,0.668,99.061,-27.003928441681207
270,We Ball,Ace Hood,5dv4YSgkpflUQ31vIW9qXg,2020-05-29,0.752,0.525,-9.034,0.248,0.252,0.115,0.151,154.961,-27.024866738787612
271,Top (Remix) feat. Lil Durk,Fredo Bang,5S0QZGDvhgdED2WJGgxBKb,2021-01-15,0.537,0.674,-6.3,0.274,0.0657,0.1,0.468,98.642,-27.39442067591454
272,Everyday We Lit (feat. PnB Rock),YFN Lucci,3J8Q6aBhjpvao8BsBQ6H9Y,2017-03-03,0.758,0.646,-4.701,0.113,0.128,0.0776,0.589,155.949,-27.99358299856719
273,Letter From Houston,Rod Wave,16UIEoHFNZB9hzTvDO7m8m,2020-08-07,0.681,0.572,-10.441,0.0708,0.131,0.181,0.758,156.066,-28.265876805296674
274,Back Stroke,Peewee Longway,13ya6j6yx2L8QwXlF18Kl9,2019-10-04,0.888,0.371,-7.542,0.322,0.0332,0.105,0.139,94.943,-31.102392546830565
275,Save a Little,Shordie Shordie,5EilUTEDk4Z2h3uANZPTO5,2020-04-03,0.852,0.55,-11.363,0.223,0.2,0.0822,0.765,95.019,-31.338673566842566
276,Like This,2KBABY,2M2Pug4zwMialHSwACPlU1,2021-02-26,0.712,0.679,-6.261,0.0649,0.0394,0.195,0.57,160.003,-31.97715660048334
277,House Arrest Tingz,YoungBoy Never Broke Again,4Boj4bBiDv6Ur1zKEvLXBI,2020-09-11,0.725,0.583,-8.562,0.345,0.141,0.102,0.257,159.989,-32.00880677647716
278,On Cam (feat. Moneybagg Yo),Yung Bleu,4xdbFyoS5EdHdSOGaahjBv,2018-08-17,0.839,0.34,-11.591,0.407,0.0099,0.154,0.417,160.043,-32.36445833315448
279,Callin (feat. Snoop Dogg),YoungBoy Never Broke Again,0IUW6b1taJKyKt6hyagmTG,2020-09-11,0.848,0.617,-5.484,0.294,0.00283,0.0751,0.713,160.917,-32.91286992779147
280,Aggy,Jackboy,7gc7U9ImQ8WlhRiBPlGTti,2020-10-23,0.897,0.556,-9.499,0.246,0.173,0.116,0.562,92.054,-34.08260962480985
281,Miseducation (feat. Lil Wayne),Calboy,26jblnixKDcidyOQV2UYi4,2021-03-22,0.684,0.67,-5.919,0.405,0.226,0.12,0.298,90.122,-35.920758917535835
282,Free Merey,42 Dugg,0RVdLRAqS33Q8PjIAiASEH,2020-08-21,0.868,0.612,-8.782,0.272,0.4,0.0462,0.549,90.11,-35.975792087023656
283,Sinners Prayer,Toosii,6KDQWm9BBxQZ7DMfO4ePgV,2020-09-18,0.779,0.343,-13.305,0.4,0.0715,0.164,0.298,90.458,-36.15319894405868
284,Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Mozzy,4tYpkgBjxxin7SiUBW0Rtq,2018-10-05,0.432,0.612,-8.846,0.211,0.00185,0.308,0.253,88.716,-37.373686363200804
285,Green Light (feat. Key Glock),Young Dolph,7aIMRiR7lyfdxgAa4G73mn,2021-01-22,0.874,0.712,-6.101,0.28,0.0219,0.108,0.692,165.915,-37.89155048316794
286,Popovitch,Ace Hood,6YAgKfxxK7xXHpavOoQsmF,2020-05-29,0.665,0.714,-7.948,0.228,0.366,0.388,0.412,168.012,-39.99933054876385
287,Gave That Back (feat. Baby Grizzley),Tee Grizzley,2MfQLZqvgdjsFFHlRWoUen,2021-01-22,0.764,0.805,-3.595,0.232,0.0844,0.119,0.459,85.046,-41.10620709889221
288,Married to My Enemies,Jackboy,5REp0AG8ccox2R2qEuLPKi,2020-08-28,0.855,0.499,-10.115,0.378,0.00775,0.263,0.372,83.51,-42.65013558363024
289,You’re Mines Still (feat. Drake),Yung Bleu,7E2C5rBLpCKwQlhJPVFBRS,2020-10-15,0.575,0.609,-4.88,0.121,0.317,0.105,0.339,83.004,-43.06890039570766
290,Both of Us (feat. Rick Ross & Layton Greene),YFN Lucci,0kVnwg7kj1M50OkOKyB5oq,2020-12-04,0.529,0.691,-5.7,0.227,0.0221,0.134,0.417,80.344,-45.700421719389254
291,MAD,2KBABY,5LXdAueF0raRI8ZF3ywdWM,2020-09-18,0.559,0.474,-6.495,0.341,0.0704,0.238,0.204,79.626,-46.40838736104403
292,Hard For The Next (with Future),Moneybagg Yo,2D6vfFZxQ5YzPPBODls1a9,2021-03-26,0.619,0.573,-7.277,0.393,0.0352,0.228,0.376,175.187,-47.16061058199737
293,Undefeated,Ace Hood,4asV0Z4CL3n2flfHzvRNoO,2018-05-11,0.743,0.622,-8.355,0.881,0.422,0.0786,0.647,175.871,-47.87171362060882
294,Tuesday (feat. DaBaby),Blacc Zacc,5F4AYayNgvoG606Mwbhm6M,2019-07-19,0.779,0.657,-4.739,0.244,0.774,0.325,0.524,76.677,-49.398528126194314
295,Medusa,Trouble,2a5nGa4pE17jQSGislZoaG,2020-04-24,0.789,0.47,-8.898,0.328,0.00587,0.109,0.413,76.512,-49.56432755829053
296,Wavy (Remix) [feat. Travis Scott],Lil Keed,7kRVWQ1G4o8w3ubfNW2ZHB,2020-08-07,0.887,0.48,-7.775,0.403,0.0717,0.108,0.357,75.985,-50.05715543937795
