,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
727,Older,Sasha Sloan,3kywzyEr7V106Un5cDyh12,2018-11-29,0.628,0.298,-9.539,0.0713,0.732,0.116,0.166,63.762,-41.808295715659085
728,If You're Gonna Lie,FLETCHER,0mPTZjG5PElXTUIxj1nqgp,2019-08-16,0.671,0.763,-5.877,0.305,0.607,0.495,0.469,149.87,-42.385612882444285
729,I Love Me,Demi Lovato,2IHLaN6wwYKQ3S24NsQqpA,2020-03-06,0.664,0.561,-7.031,0.0495,0.00261,0.0764,0.713,150.093,-42.57647279054712
730,it's not u it's me,Bea Miller,7cLm450e9XaPrEZTSTsfwU,2019-03-01,0.776,0.568,-6.419,0.125,0.0204,0.078,0.749,150.901,-43.396418502763424
731,Rooting For You,Alessia Cara,1spZPzBLYeVTvd0iDWXgC2,2019-08-09,0.763,0.527,-6.779,0.123,0.0562,0.0918,0.493,156.047,-48.532419058016096
732,Comatose,jxdn,5dVKYrPpo8d5AgUGRKMBLp,2020-05-11,0.36,0.851,-5.105,0.342,0.0047,0.452,0.551,161.975,-54.51328633243498
733,What Am I,Why Don't We,1HimGOB6BjOaCQYMIF1xtU,2019-08-23,0.614,0.647,-4.681,0.0524,0.0687,0.104,0.368,163.862,-56.41465900387211
734,Saturday Nights,Khalid,5kfNriitmkNE8mUbZ7gbq8,2018-10-18,0.551,0.44,-8.559,0.0985,0.606,0.11,0.341,167.923,-60.40986558369356
735,Sober,Demi Lovato,0STK94RxUulYqWzwFlyAb5,2018-06-21,0.397,0.303,-10.413,0.11,0.798,0.0824,0.17,170.22,-62.764431735986726
736,the other girl (with Halsey),Kelsea Ballerini,3CS5zwqrjggxlRD0QGJAva,2020-03-20,0.583,0.769,-4.859,0.159,0.419,0.0988,0.785,179.869,-72.39926879146218
737,Side Effects,Carlie Hanson,776xH04Us0YBTdspg6C1cP,2019-11-22,0.569,0.726,-5.343,0.178,0.1,0.244,0.373,185.946,-78.45672690634392
738,Motion Sickness,Phoebe Bridgers,6LxcPUqx6noURdA5qc4BAT,2017-09-22,0.652,0.545,-9.021,0.0358,0.774,0.0847,0.626,107.019,-0.5978319483962184
739,How It Feels,COIN,01oxWSLxPWbyTEjPJVb6wO,2021-04-15,0.951,0.336,-4.599,0.142,0.552,0.123,0.476,105.055,-2.3515400647041065
740,Part of Me,Noah Kahan,4aosx8uOGPG9aJjm0Dj4dN,2021-05-14,0.689,0.687,-7.832,0.0361,0.0674,0.0933,0.247,109.98,-2.490041377479057
741,Ballerina,Jeremy Shada,4bzPm515kjjaTDLfGo5TR9,2020-11-03,0.741,0.395,-8.95,0.0802,0.695,0.111,0.454,109.964,-2.7235244789465805
742,Love Is Weird,Julia Michaels,4vBeG83Hjl2qJspRcTLiz5,2021-04-15,0.536,0.404,-9.315,0.0367,0.619,0.127,0.325,112.807,-5.530532007985028
743,Can't Wait To Be Dead,FINNEAS,0gqGNbqhZ0RLp3ypz51cHY,2020-10-21,0.724,0.438,-8.477,0.0285,0.0122,0.0954,0.322,99.947,-5.644098355451675
744,Always You,Louis Tomlinson,5KcT9rJDqQJUSFF3O9wPJ5,2020-01-31,0.632,0.724,-4.821,0.0308,0.0384,0.0554,0.553,100.073,-6.028994502808597
745,Bodybag,chloe moriondo,3XlrbYlaUFnDYGfRcdoYRU,2021-05-07,0.783,0.461,-4.658,0.0363,0.0223,0.0928,0.683,112.98,-6.10118718255715
746,Pierre,Ryn Weaver,31c1V9xUONZYk78NE4Id8D,2015-06-02,0.607,0.827,-4.282,0.0484,0.289,0.718,0.552,100.062,-6.286389508756463
747,Slow Dancing,Aly & AJ,11wR9PrHL8cW9fdQOjX15L,2020-12-02,0.698,0.457,-9.001,0.0307,0.581,0.114,0.308,114.0,-6.617501855813106
748,Be My Mistake,The 1975,18UsAG7SfOQ5sxJEdjAMH0,2018-11-30,0.572,0.155,-14.405,0.0344,0.835,0.0906,0.0949,109.923,-6.655069176128757
749,17,The Greeting Committee,6TwVzTtFYJwTHiNhHtbj36,2018-10-26,0.598,0.751,-4.429,0.0341,0.0214,0.0919,0.538,114.137,-7.2552771345676135
750,Like 1999,Valley,0fWumcFAyiznjreNIXlfm6,2021-03-30,0.733,0.382,-7.955,0.0459,0.132,0.162,0.517,98.027,-7.505477586080328
751,Hellboy,Greyson Chance,0XRQV5caFiBceOkEZA2OgA,2021-04-23,0.902,0.525,-6.264,0.0811,0.198,0.297,0.635,114.992,-7.577820953559042
752,Still,Niall Horan,4Zwt0IkpzDOW2u0YfV94TK,2020-03-13,0.416,0.45,-6.198,0.0269,0.123,0.113,0.287,97.676,-7.96429994340413
753,Cherry,Harry Styles,2IOFZdYYkFxEHVz1w34PoL,2019-12-13,0.53,0.512,-9.261,0.0259,0.615,0.129,0.411,95.946,-9.713967347874298
754,River Road,ZAYN,74clf1HmwcMA4bSV9sBG4S,2021-01-15,0.537,0.246,-10.92,0.0344,0.829,0.188,0.29,96.102,-9.957919468280235
755,Line Without a Hook (feat. mxmtoon),Ricky Montgomery,4dHdqpGaO9km4TEw9nNQSR,2021-02-05,0.589,0.605,-7.237,0.0273,0.0658,0.332,0.503,95.084,-10.44848792678381
756,Taylor,Ashe,33DjISMeG3soMK5xelKIsd,2021-05-07,0.644,0.313,-10.021,0.0275,0.862,0.0871,0.401,117.871,-10.622151588467382
757,John Hughes Movie,Maisie Peters,4NzoEowcMzDs9ELjzlOvW5,2021-02-26,0.445,0.83,-3.03,0.0885,0.0303,0.261,0.135,94.222,-12.132876999413128
758,Calamity,ZAYN,1hGHHKR7KFF2Wl78LBgKBz,2021-01-15,0.542,0.291,-14.415,0.105,0.94,0.105,0.0428,94.882,-12.518972715014801
759,Repeat,Grace VanderWaal,49N82r3hOa5WdyeAZjV56k,2021-04-16,0.759,0.489,-7.066,0.0496,0.0336,0.099,0.632,120.075,-12.566955681585847
760,Picture Of You,Sara Kays,3wFxiKVkDXYVRSqwZsG2MF,2021-03-19,0.654,0.404,-11.821,0.0279,0.773,0.104,0.12,93.003,-13.178949106168448
761,Quarterback,Wallows,2OwIGCjx7e7J1HHdAqIv21,2021-02-15,0.689,0.719,-3.883,0.031,0.0135,0.107,0.557,121.008,-13.957542893714802
762,Dream House,COIN,60lvIOvMGnA99LuSofbcyw,2021-04-30,0.822,0.66,-5.618,0.0553,0.152,0.209,0.611,122.006,-14.611499375758683
763,Paul,Cavetown,2MjzsLWwEBqnJAdXtDlaz1,2021-02-26,0.587,0.167,-14.868,0.0377,0.928,0.109,0.183,120.36,-14.655055603839733
764,Carolina,Harry Styles,3Dwq1oiOFys6Sxr5SslmXw,2017-05-12,0.624,0.673,-4.017,0.0268,0.000569,0.104,0.458,121.986,-14.875675976201144
765,Treat People With Kindness,Harry Styles,03mMSLEJCPoGJwQhHpN5y0,2019-12-13,0.653,0.869,-3.725,0.0382,0.128,0.046,0.697,122.017,-14.977129984741149
766,Walk Backwards,Maude Latour,4HtwantcVnMCOzGmiyeGmT,2021-02-12,0.717,0.477,-9.677,0.0631,0.392,0.115,0.61,89.987,-15.66719821155662
767,Everything Happens For A Reason,Madison Beer,3T7qQEncNHkrBGFbKe2XeG,2021-02-26,0.247,0.482,-7.589,0.0308,0.184,0.364,0.076,88.132,-17.402063395318304
768,Zombie!,Orla Gartland,1FLyXkdwjRfDakk4XmAFk9,2021-04-13,0.525,0.739,-5.917,0.229,0.00678,0.0815,0.62,88.202,-17.402994670323515
769,dancing in the kitchen,Zachary Knowles,7yw1S0euAJViNQ6cEUXuEh,2021-04-16,0.819,0.652,-8.466,0.0515,0.124,0.527,0.967,126.01,-18.51870547427047
770,Haunted House,Holly Humberstone,4vNxFySlHhuWuxOHvphZuP,2021-04-06,0.366,0.269,-9.197,0.0439,0.871,0.101,0.238,127.523,-20.075715447389047
771,Share Your Address,Ben Platt,74IgSPXYXx7v95NpCzGgsW,2019-03-29,0.582,0.829,-5.054,0.0741,0.209,0.0828,0.714,127.937,-20.569328410020454
772,More Like You,Orla Gartland,1UpFb9izAOYlcxWTOQzGf6,2021-01-13,0.883,0.431,-10.128,0.0434,0.591,0.104,0.768,127.949,-20.581479186777617
773,Pretty Places,Aly & AJ,1NId6BKUZwaLDKgZXXZuGC,2021-05-07,0.577,0.797,-5.039,0.0366,0.0969,0.311,0.427,127.995,-20.628080771823335
774,Only a Matter of Time,Joshua Bassett,6QpPVC3iLIlWuYsm5kwIke,2021-01-28,0.504,0.271,-9.988,0.0305,0.883,0.122,0.45,83.973,-21.68575423659783
775,Mr Loverman (feat. chloe moriondo),Ricky Montgomery,60GNcfTVPbKYpdgyYDqUPq,2021-03-05,0.57,0.694,-5.607,0.0269,0.248,0.158,0.493,130.021,-22.58390726269321
776,Groupie,Cate,6wDeAm8G71bzYGFst3cufA,2021-03-10,0.643,0.698,-5.488,0.0571,0.197,0.112,0.353,130.916,-23.486001312654498
777,Kyoto,Phoebe Bridgers,49UDOG8DoBajXTJSTqfRMg,2020-06-18,0.599,0.742,-6.886,0.0419,0.0488,0.0916,0.493,131.014,-23.50526376886637
778,Sorry Mom,The Band CAMINO,2zJir6YRUunjdyAHnPzj8h,2021-04-30,0.777,0.483,-7.668,0.0467,0.381,0.101,0.705,81.961,-23.562412373448065
779,Telling Myself,Joshua Bassett,6EiaFdYn2vrI0TSeKprX4R,2021-03-12,0.771,0.813,-4.002,0.0485,0.177,0.0717,0.886,131.024,-23.76914411289406
780,The Way You Felt,Alec Benjamin,6XdHZr9iXdqc4Q76wtgbqr,2021-04-30,0.872,0.52,-6.928,0.0618,0.715,0.0982,0.736,131.918,-24.40966344903676
781,Gasoline,Leyla Blue,3OmU1R6xEVCkuokKHtOfOl,2021-03-12,0.532,0.432,-7.856,0.343,0.249,0.411,0.458,80.31,-25.216859567105153
782,Grow As We Go,Ben Platt,6hYvw3LLTViP2mT4MpDNmT,2019-03-29,0.458,0.137,-14.083,0.0355,0.882,0.15,0.437,80.824,-25.51584827184138
783,Woah Man,Dayglow,1cURTWQdBWRjUaJI6Fdbsg,2021-04-01,0.497,0.675,-7.442,0.0332,0.0035,0.219,0.338,79.965,-25.56123979699207
784,Pluto Projector,Rex Orange County,4EWBhKf1fOFnyMtUzACXEc,2019-10-25,0.379,0.219,-11.196,0.0307,0.707,0.118,0.188,79.786,-25.98643169689756
785,Exless,Kate Stephenson,4UJYasyUJsxLUCyQRMgl2H,2021-04-12,0.51,0.245,-12.5,0.0441,0.694,0.127,0.157,133.878,-26.799910462433413
786,Ur Gonna Wish U Believed Me,Cavetown,3f9Xt5Bcu1QooplxlTPEtb,2021-05-14,0.568,0.453,-7.453,0.0258,0.626,0.135,0.224,134.996,-27.47774839662215
787,The Worst Of You,PJ Harding,06rX4GEEjsVTSbRBWycs2U,2021-04-23,0.555,0.35,-10.955,0.0503,0.791,0.11,0.404,77.772,-27.95144344538482
788,That's The Kind Of Woman,Julia Michaels,3LS7eIJfb4eajXcqbnlN2b,2021-04-30,0.54,0.435,-7.147,0.0561,0.599,0.122,0.363,77.027,-28.500635362976773
789,If I Didn't Have You,BANNERS,7Etf7VJoXNJlO4oMJRUDlT,2021-03-12,0.628,0.699,-7.772,0.0309,0.0914,0.0739,0.403,136.03,-28.510597677317776
790,The Cut That Always Bleeds,Conan Gray,7wTqEW5nrMhvyEhEyTnOMd,2020-03-20,0.489,0.413,-6.499,0.0314,0.59,0.0639,0.246,136.116,-28.617565086808145
791,Heaven is You,Joshua Bassett,518DMozO1GGHLbOXxB4WTc,2021-03-12,0.373,0.431,-9.606,0.0447,0.401,0.13,0.139,75.522,-30.069690175528248
792,(Here's to the) Prom Queen,Peter McPoland,6xqs1Mp7AXLSVcdA1pxGQN,2021-02-24,0.508,0.565,-8.827,0.0303,0.0104,0.111,0.31,75.463,-30.086532442627227
793,Montana,Daya,4Di9q4hZf7Qt0xpudHjfXi,2021-04-30,0.602,0.405,-7.157,0.0319,0.903,0.133,0.321,137.743,-30.230422723929255
794,If I Could Fly,One Direction,5CRVwXGikmqzoRO6q7FeAg,2015-11-13,0.565,0.245,-9.132,0.0262,0.781,0.0998,0.307,75.055,-30.510284407369536
795,Real Love,Ashe,2f47eePMUJvRVVqWdA4JC2,2018-06-22,0.607,0.452,-5.769,0.0272,0.771,0.0792,0.138,74.054,-31.52442830048387
796,Achilles Heel,J. Maya,2dwW50DVv7TJm68OnjxK1Z,2021-01-01,0.51,0.599,-5.377,0.0661,0.473,0.188,0.172,140.049,-32.602564149352006
797,Purge The Poison (feat. Pussy Riot),MARINA,51G4UdHXjcNrdLueS1ohzU,2021-05-05,0.583,0.823,-4.542,0.0592,0.0531,0.127,0.501,140.013,-32.632270236636025
798,Ryne’s Song,Ashe,6xNz3BbD82U34ogqxVpw1Y,2021-05-07,0.513,0.395,-9.925,0.0333,0.799,0.495,0.411,141.459,-34.020743856681825
799,The Story,Conan Gray,5GVPVxgdgTKJFxSxLVIw1A,2020-03-20,0.542,0.299,-10.379,0.0305,0.817,0.109,0.274,141.917,-34.510109300807756
800,Two Ghosts,Harry Styles,4B1rpPmQXwj78wk6aIGwwU,2017-05-12,0.386,0.407,-7.095,0.0268,0.234,0.0999,0.456,69.387,-36.14006922362042
801,Freakin' Out On the Interstate,Briston Maroney,0awZwmlC6pxH65KTZpadmX,2020-07-10,0.45,0.794,-5.015,0.0538,0.388,0.303,0.362,143.861,-36.43033192849501
802,Like That,JP Saxe,1Edv7BraLaIMY6qCZNIPLj,2021-05-07,0.453,0.689,-5.952,0.0414,0.0701,0.149,0.477,145.762,-38.27630322729106
803,Temporary Fix,One Direction,2Xcvt8NRLw0xbB3ClfW8MI,2015-11-13,0.556,0.902,-5.143,0.0449,9.17e-05,0.0888,0.96,145.914,-38.47457069083419
804,I'm Fine,Ashe,27gRd0sbdd8cJdI6yx6dt8,2021-04-08,0.521,0.486,-6.547,0.0273,0.0951,0.147,0.279,147.964,-40.45665161230601
805,Don't Need A Man,Liv Grace Blue,0frVq7ypwqVdroMcrlyr5e,2021-03-22,0.603,0.672,-7.643,0.119,0.0576,0.0912,0.643,154.898,-47.37758082221677
806,AUGUST IS A FEVER,ella jane,3hgg5A1irFog2hgRnYIRfv,2020-11-12,0.828,0.352,-9.523,0.448,0.196,0.331,0.691,161.933,-54.4471547695399
807,Serial Monogamist,Ashe,4bwIa2s5YlZx8d4y39QRtL,2021-05-07,0.491,0.468,-8.166,0.0501,0.584,0.183,0.553,164.931,-57.41300859670999
808,Light Year (feat. Lennon Stella),Adam Melchor,7CS9hRKJNmBGWUowSjhedb,2021-04-28,0.395,0.495,-9.087,0.0329,0.496,0.12,0.517,168.01,-60.507458852071885
809,Unfuckwitable,ZAYN,0PuQItGL0eIngxLh2um4QE,2021-01-15,0.369,0.432,-11.636,0.0453,0.297,0.123,0.491,168.822,-61.43240148207751
810,Angelina,Lizzy McAlpine,4F30FT7ic362rA5sUujirY,2021-04-21,0.418,0.122,-16.5,0.0556,0.93,0.109,0.214,169.11,-62.2246970943896
811,High,5 Seconds of Summer,3uegDoaCj8IcNAaW3AoZUX,2020-03-27,0.47,0.585,-3.051,0.0391,0.784,0.155,0.597,169.614,-62.257421857354515
812,Don't Assume What You Don't Know,Grace VanderWaal,5ir1QKCH1OamaVRa4fN9wt,2021-03-05,0.729,0.487,-5.626,0.123,0.155,0.121,0.623,169.844,-62.35280816514228
813,Partners in Crime,FINNEAS,4nk9FMNHFGy7epedOpIBNn,2020-08-07,0.572,0.421,-12.714,0.34,0.802,0.0966,0.438,172.674,-65.35299702926248
814,Paper Houses,Niall Horan,1hJ6KojJObbRvjuVj8Ezya,2017-10-20,0.431,0.423,-8.623,0.0349,0.122,0.0889,0.291,176.856,-69.34281428871975
815,Apple Pie,Lizzy McAlpine,5FKNq0lLJnP3iZzBTD0PZj,2020-08-13,0.518,0.208,-12.273,0.0363,0.855,0.12,0.42,179.836,-72.46640514387047
816,Crash My Car,COIN,0X5mtNbqxbiTYkwj0CQc2f,2020-02-21,0.244,0.645,-5.863,0.0456,0.00178,0.301,0.529,183.577,-76.07669726015739
817,Small Talk,Niall Horan,2928yIGFV4enculPwmmGSe,2020-03-13,0.465,0.717,-5.607,0.0629,0.143,0.0643,0.513,199.783,-92.28291224058836
818,Be Like Me (feat. Lil Wayne),Lil Pump,6flur5o18COKeafnjLHRiJ,2019-02-22,0.948,0.396,-8.08,0.173,0.00335,0.192,0.593,104.006,-1.5982677063029227
819,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,3i1B1PnsfnOQPGVIzhf1lr,2017-12-15,0.723,0.732,-5.514,0.0864,0.11,0.484,0.503,104.991,-1.6159423123064443
820,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,0JjM9bKm4wrwohMslcm892,2020-02-07,0.803,0.759,-4.692,0.0494,0.00509,0.0921,0.284,104.0,-2.8691203492697817
821,Heartless (feat. Morgan Wallen),Diplo,3FU6urUVsgXa6RBuV2PdRk,2020-05-29,0.765,0.556,-6.417,0.0512,0.275,0.0824,0.274,111.033,-3.667107183825495
822,Danger (with Migos & Marshmello),Migos,0nhVrTiCGiGRCoZOJiWzm1,2017-12-08,0.814,0.743,-2.968,0.159,0.152,0.163,0.367,107.996,-3.862617789351293
823,When I Grow Up,NF,5rLyYxZNzca00ENADO9m54,2019-07-26,0.817,0.814,-3.985,0.185,0.32,0.152,0.247,109.994,-4.022946385271744
824,Haute (feat. J Balvin & Chris Brown),Tyga,1jlnBQGP2DtSEhMgQaz7a7,2019-06-07,0.946,0.723,-3.692,0.114,0.0778,0.0608,0.349,102.956,-4.300294772153289
825,Thotiana,Blueface,5GBuCHuPKx6UC7VsSPK0t3,2018-12-18,0.906,0.382,-12.89,0.269,0.18,0.113,0.391,104.025,-4.870481069666673
826,"Go Loko (feat. Tyga, Jon Z)",YG,1kK6DwzyXJSp58u5HYWwuD,2019-05-24,0.88,0.67,-5.177,0.0468,0.325,0.0662,0.131,101.008,-5.034412703264215
827,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Various Artists,4Uy3kNxW2kB8AEoXljEcth,2018-12-14,0.766,0.881,-5.158,0.137,0.0166,0.347,0.674,112.027,-5.043842789328255
828,Splashin,Rich The Kid,3KLo7ByvjCNyBrfz5DZ2mO,2019-03-22,0.942,0.382,-8.099,0.564,0.00192,0.092,0.379,100.017,-5.558133129715747
829,Faucet Failure,Ski Mask The Slump God,1ThmUihH9dF8EV08ku5AXN,2018-11-30,0.935,0.552,-9.373,0.335,0.111,0.0952,0.615,99.993,-5.7827238759451065
830,Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,188QBQWQFRJtLX7VfU38Ci,2019-08-23,0.888,0.74,-5.363,0.238,0.00586,0.218,0.664,100.003,-5.906702894565176
831,Light It Up (with Tyga & Chris Brown),Marshmello,4Q8aDd3H6LF8t4eY7So9O8,2019-04-25,0.81,0.625,-3.593,0.071,0.0407,0.118,0.598,100.019,-6.639916441618705
832,Tequila - R3HAB Remix,Dan + Shay,2aAyDqzwEeVIigSMFM1tNS,2018-06-21,0.578,0.862,-3.059,0.0405,0.0119,0.0744,0.547,100.049,-6.917139931472409
833,Happier,Marshmello,2dpaYNEQHiRxtZbfNsse99,2018-08-17,0.687,0.792,-2.749,0.0452,0.191,0.167,0.671,100.015,-7.11821095521152
834,Murder On My Mind,YNW Melly,7eBqSVxrzQZtK2mmgRG6lC,2018-08-03,0.759,0.73,-7.985,0.0516,0.145,0.11,0.74,115.007,-7.503580973761295
835,The London (feat. J. Cole & Travis Scott),Young Thug,7DcvwMAiqKJQD1rrdfxSDx,2019-05-23,0.796,0.586,-6.946,0.147,0.0247,0.132,0.179,97.981,-7.5767888039122955
836,Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,2017-07-14,0.726,0.769,-5.043,0.123,0.0293,0.104,0.733,97.985,-7.921371524811397
837,"West Coast (feat. Blueface, ALLBLACK & YG)",G-Eazy,4EnEGf9JzAJhF1XNY9DJcD,2019-03-28,0.882,0.775,-4.986,0.334,0.0738,0.701,0.805,98.023,-7.923408962930987
838,Better,Khalid,6zeeWid2sgw4lap2jV61PZ,2018-10-18,0.596,0.552,-10.278,0.097,0.0765,0.104,0.112,97.949,-7.9972375705722385
839,Uproar,Lil Wayne,3wScL5W8H40zzCKN0atfBk,2018-09-28,0.743,0.87,-2.188,0.212,0.0595,0.299,0.884,99.079,-8.218138351387276
840,Undecided,Chris Brown,58oryymPZNdtS2z8Une6NJ,2019-06-28,0.407,0.612,-4.387,0.13,0.288,0.198,0.488,96.943,-9.10590124300233
841,Ayy Macarena,Tyga,6LcauUZjF1eXQrgqMUecHX,2019-11-13,0.816,0.629,-5.568,0.226,0.133,0.0692,0.714,96.493,-9.238078854615102
842,Look Back at It,A Boogie Wit da Hoodie,3Ol2xnObFdKV9pmRD2t9x8,2018-12-21,0.791,0.587,-5.075,0.0413,0.407,0.148,0.536,96.057,-9.763898279866606
843,Slide (feat. Blueface & Lil Tjay),French Montana,40Zb4FZ6nS1Hj8RVfaLkCV,2019-04-16,0.532,0.704,-3.895,0.26,0.093,0.184,0.591,96.004,-10.155963699892355
844,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,0KoiMHhqKLoL4xM54rcWYY,2019-07-25,0.842,0.801,-4.167,0.228,0.157,0.0642,0.617,95.881,-10.186382202719198
845,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",DJ Khaled,6Dq8FZrvx9S28iyaKSwn9x,2019-05-17,0.614,0.685,-3.684,0.147,0.0133,0.313,0.61,94.9,-11.267765406777071
846,Nice For What,Drake,3CA9pLiwRIGtUBiMjbZmRw,2018-06-29,0.585,0.909,-6.474,0.0707,0.0891,0.119,0.758,93.372,-12.209481516248653
847,MEGATRON,Nicki Minaj,1ZDmxwg7Lywlx68b7SsJjj,2019-06-21,0.893,0.641,-3.051,0.272,0.128,0.086,0.771,94.017,-12.311210508939968
848,No Guidance (feat. Drake),Chris Brown,6XHVuErjQ4XNm6nDPVCxVX,2019-06-28,0.696,0.454,-6.756,0.153,0.123,0.155,0.136,92.928,-12.62561787051574
849,Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,2019-09-06,0.695,0.762,-3.497,0.0395,0.192,0.0863,0.553,120.042,-13.129193435766787
850,Love No More,Loud Luxury,0E8WJOFs2eWD67USh7C6Qd,2018-08-31,0.766,0.674,-6.245,0.0538,0.0217,0.258,0.214,121.012,-13.558976559048217
851,In My Feelings,Drake,2G7V7zsVDxg1yRsu7Ew9RJ,2018-06-29,0.835,0.626,-5.833,0.125,0.0589,0.396,0.35,91.03,-14.59645079755378
852,Body,Loud Luxury,21RzyxY3EFaxVy6K4RqaU9,2017-10-27,0.752,0.764,-4.399,0.038,0.0476,0.0543,0.582,121.958,-14.767503076267786
853,Midsummer Madness,88rising,6TodWdTSDfzwgYynTZSvJn,2018-07-20,0.409,0.678,-7.731,0.0878,0.359,0.167,0.168,89.968,-15.56183093940145
854,I Found You (with Calvin Harris),benny blanco,5sdb5pMhcK44SSLsj1moUh,2018-11-02,0.775,0.872,-4.194,0.0469,0.033,0.298,0.379,122.994,-15.825646833192366
855,Congratulations,Post Malone,3a1lNhkSLSkpJE4MSHpDu9,2016-12-09,0.63,0.804,-4.183,0.0363,0.215,0.253,0.492,123.146,-15.97289219441738
856,MIDDLE CHILD,J. Cole,2JvzF1RMd7lE3KmFlsyZD8,2019-01-23,0.837,0.364,-11.713,0.276,0.149,0.271,0.463,123.984,-16.945657430178343
857,Rule The World (feat. Ariana Grande),2 Chainz,1R6VwZ8TuHRzxZUxe88n4I,2019-03-01,0.592,0.584,-6.232,0.0893,0.158,0.132,0.447,88.073,-17.500269850121494
858,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,7IBSffWIu7P2MC7kMwy2FM,2018-07-13,0.877,0.477,-7.379,0.0587,0.307,0.0929,0.552,127.023,-19.50293663408526
859,BOP,DaBaby,6Ozh9Ok6h4Oi1wUSLtBseN,2019-09-27,0.769,0.787,-3.909,0.367,0.189,0.129,0.836,126.77,-19.58768597004806
860,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,1f5cbQtDrykjarZVrShaDI,2017-09-29,0.839,0.81,-5.274,0.0568,0.501,0.117,0.814,129.014,-21.616692678667963
861,With You,Jay Sean,1lnPygfVghWoKJAxaStV98,2019-03-08,0.786,0.567,-6.52,0.0406,0.381,0.0565,0.734,130.003,-22.507277261208184
862,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,2v5JTeM6hSmi5wWy7jiwrI,2019-01-31,0.741,0.845,-3.568,0.0381,0.15,0.174,0.926,129.939,-22.767004541744765
863,Butterfly Doors,Lil Pump,4NdXQlDTzxbOMkzJGWFtz3,2019-01-04,0.925,0.397,-11.265,0.169,0.0889,0.144,0.429,130.008,-22.77444944137538
864,Saint-Tropez,Post Malone,05mDaV9Vb3wrzjF6OPZnhq,2019-09-06,0.617,0.684,-3.618,0.0439,0.0545,0.104,0.295,132.113,-24.900188228800804
865,Scared of the Dark (feat. XXXTENTACION),Various Artists,3vWzyGTu6Ovo1GdrcJqH6e,2018-12-14,0.443,0.623,-6.717,0.0718,0.0468,0.247,0.156,79.365,-26.17610514528736
866,Press,Cardi B,6dPyzkyZwoj9LqjQXOFdVv,2019-05-31,0.888,0.525,-5.665,0.305,0.029,0.137,0.243,133.983,-26.53246363043664
867,God's Plan,Drake,6DCZcSspjsKoFjzjrWoCdn,2018-06-29,0.754,0.449,-9.211,0.109,0.0332,0.552,0.357,77.169,-28.401864600989438
868,Talk (feat. Disclosure),Khalid,6TqXcAFInzjp0bODyvrWEq,2019-04-05,0.9,0.4,-8.575,0.127,0.0516,0.0599,0.346,135.984,-28.48094333450196
869,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,2018-10-04,0.752,0.488,-7.05,0.0705,0.297,0.0936,0.533,136.041,-28.524092255568423
870,Old Town Road - Remix,Lil Nas X,2YpeDb67231RjR0MgVLzsG,2019-06-21,0.878,0.619,-5.56,0.102,0.0533,0.113,0.639,136.041,-28.590942360724437
871,Focus (feat. 21 Savage),Bazzi,2FqqVHvC4eKrsk97vpMRid,2019-08-09,0.752,0.703,-5.268,0.0969,0.00694,0.143,0.538,77.021,-28.594575391994308
872,Marmalade (feat. Lil Yachty),Macklemore,7bsnTsbiwOymZWjPF9v6Di,2017-09-22,0.922,0.583,-4.982,0.0753,0.0098,0.0962,0.494,136.043,-28.638296205445247
873,HIGHEST IN THE ROOM,Travis Scott,3eekarcy7kvN4yt5ZFzltW,2019-10-04,0.598,0.427,-8.764,0.0317,0.0546,0.21,0.0605,76.469,-29.080377060171923
874,Suge,DaBaby,2gwkD6igEhQbDQegRCcdoB,2019-03-01,0.876,0.662,-6.482,0.426,0.0608,0.127,0.844,75.445,-30.10293813895589
875,MotorSport,Migos,4wFjTWCunQFKtukqrNijEt,2018-01-26,0.904,0.518,-5.32,0.183,0.0305,0.325,0.188,137.996,-30.559402437519505
876,Price On My Head (feat. The Weeknd),NAV,4hqOmrCCJKyiuwDexd8c2t,2019-03-26,0.768,0.574,-6.104,0.136,0.384,0.336,0.278,74.949,-30.609294537862063
877,SAD!,XXXTENTACION,3ee8Jmje8o58CHK66QrVC2,2018-03-16,0.74,0.613,-4.88,0.145,0.258,0.123,0.473,75.023,-30.61571162402193
878,Look At Me!,XXXTENTACION,7floNISpH8VF4z4459Qo18,2017-02-20,0.763,0.726,-6.405,0.282,0.259,0.0976,0.349,139.059,-31.560649067260805
879,My Own Thing,Chance the Rapper,2ySRRtrAwDUF4FipiF1Djt,2018-11-29,0.879,0.457,-6.332,0.269,0.105,0.12,0.658,139.974,-32.477792285174885
