Verse 1,Pre-Chorus,Chorus,Verse 2,Guitar Solo,Outro,Bridge,Verse 3,Verse 4,Intro,Post-Chorus,Instrumental Break / Guitar Solo,Chorus 2,Verse,Pre-Chorus 1,Pre-Chorus 2,Refrain,Chorus 1,Instrumental Bridge,Breakdown,Instrumental Break,Instrumental,Drop,Verse 5,Hook,Interlude,Pre Chorus,Guitar solo,Verse 6,Pre-Hook,intro,verse 1,bridge,outro,Break,Vers 1,Part I,Part II,Part IV,Reprise,Piano Solo,Solo,Chorus 3,Instrumental Verse,Dialogue,Bridge cont,Post Chorus,Gospel Choir Vocals,Add,Will Anderson,Gospel Choir Vocals w/ Will,Will Anderson - Solo,Chrous,Post-Bridge,Extended Chorus,Brdge,Chorus] x,Chorus 3 + Outro,Chrorus,Bridge 1,Bridge 2,Bridge 3,Verse 7,"Click here to read Tori's account of the making of ""Hollow""","Pre-Hook, with variation",Hook 1,Hook 2,Interloped with Chorus,Produced by Mark Endert,Vese 3,Alternate Chorus,"?] my, oh, m",?] my min,Repeat Chorus,VERSE 1,BRIDGE,VERSE 2,E.S.G.,Final Chorus,?] em frente eu canetalh,?] pop toda,Spoken,Versed 1,Verse 1 - Cody Johnson,Verse 2 - Willie Nelson,Chorus Cody Johnson &  Willie Nelson,Chorus 4,Guitar Solo + Banjo Solo,Verse One,Hook x2,Verse Two
"[""Some things aren't built to last"", 'They burn out, run out of gas, yeah', 'Most things come\u2005and\u2005go', 'Outta style, they\u2005lose their glow', ""But best things you've\u2005gotta keep"", 'Sweet as honey, meant to be', 'Picture perfect, put together', 'And only getting better', '']",,"['Just like a red wine, apple pie', 'Rolex, suit and tie', ""Grandaddy's Caddy shined up"", 'Sitting in the drive', 'Mayberry, fishing pole', 'John Denver, country road', 'You know it once you find it', 'No other word describes it', 'Girl your love is timeless', 'Oh so timeless', '', 'Just like a red wine, apple pie', 'Rolex, suit and tie', ""Grandaddy's Caddy shined up"", 'Sitting in the drive', 'Mayberry, fishing pole', 'John Denver, country road', 'You know it once you find it', 'No other word describes it', 'Girl your love is timeless', 'Oh so timeless', '', 'Red wine, apple pie', 'Rolex, suit and tie', ""Grandaddy's Caddy shined up"", 'Sitting in the drive', 'Mayberry, fishing pole', 'John Denver, country road', 'You know it once you find it', 'No other word describes it', 'Girl your love is timeless', ""You're so timeless"", 'Oh so timeless']","['You help me figure out', 'Just what my mama told me about yeah', 'When the right one comes along', ""She'll hit you like a classic song"", ""She'll dance around up in your head"", ""You'll hang on every word she said"", 'And fifty years down the road', ""She'll still be good as gold""]",,,"[""You're a diamond"", ""A '59 Gibson"", ""You're the Ryman"", ""You're getting fire with time"", ""You're timeless"", ""You're so timeless"", 'Just like that', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"['The Chev got stuck and the Ford got stuck', 'But the Chev unstuck when the Dodge showed up', 'But the Dodge got stuck in the tractor rut', 'Which eventually pulled out the Ford', 'With some difficulty', '', ""Well more rain than we'd seen for a thousand years"", 'Caused financial joys and biblical fears', 'It caused some smiles it caused some tears', 'But more to the point of our story', 'For The first time in the collective memory', 'That old brown prairie that had been so dry for so long was very muddy', 'Boggy and sticky', ""We'd pull one truck out and get another stuck in"", 'And motors would roar and tires would spin', ""We'd sink right down, down to the diff, and we'd all take turns and do it again"", ""Till no one could move, we'd call one more friend"", 'Come on out here, we need you...bring your truck', '', 'The Chev got stuck and the Ford got stuck', 'But the Chev unstuck when the Dodge showed up', 'But the Dodge got stuck in the tractor rut', 'Which eventually pulled out the Ford', 'And the Dodge', '', ""They got me stuck in the mud, so they couldn't rehearse"", 'And Chavase too has missed his work', 'Richie, he now fears the worst, he stood up his ex wife she called him a jerk', ""Course Holman didn't have nothing better do to, 'cept ranch"", 'The Chev got stuck and the Ford got stuck', 'But the Chev unstuck when the Dodge showed up', 'But the Dodge got stuck in the tractor rut', 'Which eventually pulled out the Ford', '', 'Well it was truck after truck, we all got stuck', ""'cept the big old four by Hutterite truck"", 'We all thought ""lord are we in luck!""', ""But he wouldn't come anywhere near us"", 'Mighty neighborly, mighty neighborly', '', 'So we used a lot of our backs, a little of our brains', 'We jacked up the jacks, and snugged up the chains', ""We all did our very best to refrain from shovelin'"", 'We put what timber we had, underneath the wheels', 'And we was all out of sand, but managed to steal', 'Two sacks of the best modern canola seed you ever did see', 'That oughta give us some traction', '', 'The Chev got stuck and the Ford got stuck', 'But the Chev unstuck when the Dodge showed up', 'But the Dodge got stuck in the tractor rut', 'Which eventually pulled out the Ford', '', 'We spilled genetically modified canola seed', 'That was genetically modified for controlling the weeds', 'And for big old yields and margarine oil, raised hell all over that native prairie soil', 'Agriculture Canada is definitely gonna be looking for us']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Midnight Milky Way', 'Through a cracked windshield', ""The highway's never known"", 'How free this feels', 'I learned to drive\u2005out\u2005here', 'My grandpa let\u2005me steer', 'I still hear ""Both hands\u2005on the wheel""', '']","[""Talk to God on 'em"", ""We get lost on 'em"", ""Find your way to a Rocky Mountain top on 'em"", ""We get stuck on 'em"", ""Fall in love on 'em"", 'Rough around the edges just like us', '', ""Talk to God on 'em"", ""We get lost on 'em"", ""Find your way to a Rocky Mountain top on 'em"", ""We get stuck on 'em"", ""Fall in love on 'em"", 'Rough around the edges just like us', '']","[""That's why I love dirt roads"", 'Make the world turn real slow', ""Feel the gravel lettin' go and stirin' up my soul"", ""That's why I love runnin' wild through country miles"", ""They're out of style, they take a while"", ""But every windin' ride will lead me home"", ""That's why I love dirt roads"", 'Whoa, whoa', ""That's why I love dirt roads"", 'Make the world turn real slow', ""Feel the gravel lettin' go and stirin' up my soul"", ""That's why I love runnin' wild through country miles"", ""They're out of style, they take a while"", ""But every windin' ride will lead me home"", ""That's why I love dirt roads"", 'Whoa, whoa', ""That's why I love dirt roads"", ""That's why I love dirt roads"", 'Make the world turn real slow', ""Feel the gravel lettin' go and stirin' up my soul"", ""That's why I love runnin' wild through country miles"", ""They're out of style, they take a while"", ""But every windin' ride will lead me home"", ""That's why I love dirt roads"", '']","[""Chasin' a painted sky"", 'The river winds and curves', ""Can't help but feel like my"", 'Heaven here on earth', 'Yeah, out here in the quiet I know you hear me', ""'Cause stars are smilin', I feel ya near me"", '']",,,"[""Sometimes they're beat up and broken"", 'Scattered and tossed in the breeze', ""But no matter their scars it does't change what they are"", 'That sounds a little like me', ""And that's why I love dirt roads"", ""And that's why I love dirt roads"", '']",,,,"[""Talk to God on 'em"", ""We get lost on 'em"", ""Find your way to a Rocky Mountain top on 'em"", ""We get stuck on 'em"", ""Fall in love on 'em"", 'Rough around the edges just like us', ""That's why I love dirt roads"", 'Whoa, whoa', ""That's why I love dirt roads"", ""That's why I love dirt roads""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['I got a pocket, a paycheck, burning a hole', ""I'm about to drop it, waste it, let the good times roll"", ""Girl, if you're down I'm down, let's down a round or two"", 'Shake the work week loose, me and you', ""I ain't a player, a hustler, but I'm goin' all in"", ""You're a heartbreak, baby, but tonight I don't care"", ""I'm puttin' all my chips on that little red dress on you"", 'Win or lose', '']",,"[""It's worth a shot or two, yeah, maybe one more"", 'Just to talk to you, and get you out on the floor', ""Girl, I know I don't usually dance, but tonight all bets are off"", 'Ah baby, its off (worth a shot)', 'You got me swinging from the fences, shooting for the moon', ""You're way out of my league, but I got nothing to lose"", 'And by the end of the night', 'The only thing that I got on my lips is Tennessee fire', ""Hey, why the hell not? It's worth a shot"", '(Worth a shot)', '', ""It's worth a shot or two, yeah, maybe one more"", 'Just to talk to you, and get you out on the floor', ""Girl, I know I don't usually dance, but tonight all bets are off"", 'Ah baby, its off (worth a shot)', 'You got me swinging from the fences, shooting for the moon', ""You're way out of my league, but I got nothing to lose"", 'And by the end of the night', 'The only thing that I got on my lips is Tennessee fire', ""Hey, why the hell not? It's worth a shot"", '(Worth a shot)', '', ""It's worth a shot or two, yeah, maybe one more"", 'Just to talk to you, and get you out on the floor', ""Girl, I know I don't usually dance, but tonight all bets are off"", 'Ah baby, its off (worth a shot)', 'You got me swinging from the fences, shooting for the moon', ""You're way out of my league, but I got nothing to lose"", 'And by the end of the night', 'The only thing that I got on my lips is Tennessee fire', ""Hey, why the hell not? It's worth a shot"", '(Worth a shot)', '']","[""I don't see a ring, we both came here alone"", 'So let me buy ya a drink, and we can see where it goes', 'Why let a perfectly good friday go to waste', 'So what do you say?']",,"[""(It's worth a shot)"", ""It's worth a shot"", ""(It's worth a shot)"", ""It's worth a shot"", ""(It's worth a shot)"", ""It's worth a shot"", ""(It's worth a shot)"", ""Ah yeah, isn't it?""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Chale, Make we sit make we chat some / Its been a minute since me den you reason way we laugh some/ You dey kai the time wey we be kiddies anaa?', ""The Chaskele/ Pilolo's and the Panpanaa's/ Watching Osofo Dadzie we thought we will never grow up/ By The Fire Side Maame Dokono was so hot/ But non was hotter than Uncle George Laing/ Kye Kye Kule Kye Kye Kofisa drove us insane/ Chale/ You dey kai Italia 90 den the goal wey Roger Milla score dancing with the flag pole/ Better yet yet / You dey kai Senegal 92/ Ghana den Ivory Coast/They say the keeper use Juju/ Oh Chale/ the cell phones from back in the day?"", 'Mobitel/ Megyina abonten na merekasa/ Well some things change and some might not/ But when they reminisce over you/ My God', '']",,,"['Oh Chale/ Look how we all come grow/', 'Secondary school time catch no be small/ Me, I go Motown where you learn to survive/ Gari and Shito was the ish that kept us all alive/ But wedge you dey kai the night clubs for Osu? You shada fine fine/ Go wey they bounce you/ So you go change your clothes come back they let you in just to realize you should have stayed your ass at home/ Cos the London boys dey here/ The Yankee Girls dey there/ the Dadabees dey mingle and you are all alone chale/ these were the days Groove FM never missed us/ From Bush K to Woodman to Super Soul Sister/ But I gotta say, looking back in the day/ Nobody shook Accra quite like Acapulco Bay/ Cos somethings change and some might not/ But when they reminisce over you/ My God!', '']",,,,,,,,,,,,,,,,,,,,,"['Ohh hah, I say (Make you no forget where where you from) 4x', 'Police Corruption/ They steal election/', 'Brutality my brothers no get option/', ""Thats why (You don't Forget where you come from)"", ""Thats why (You don't Forget where you come from)"", '', 'Ohh hah, I say (Make you no forgeti where where you from) 4x', 'As the weather dey hot/ na so the hunger dey knock/', 'Still hating the cops whether they like it or not/', ""Thats why (You don't Forget where you come from)"", ""Thats why (You don't Forget where you come from)"", '', 'Ohh hah, I say (Make you no forget where where you from) 8x', 'Police Curruption/ they steal election/', 'Brutality my brothers no get option/', ""Thats why (You don't Forget where you come from)"", ""Thats why (You don't Forget where you come from)"", 'As the weather dey hot/ na so the hunger dey knock/', 'Still hating the cops whether they like it or not/', ""Thats why (You don't Forget where you come from)"", ""Thats why (You don't Forget where you come from)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Dontcha look now oh the parking lots full', 'Gonna ride that cow with a Dallas bull', 'Everybody in the ATL is coming', 'DJs got those speakers thumping', 'Got a Black Ford not a White Mercedes', 'Walking in the front door checking out the ladies', 'My buddy says ""hey boys, I\'m buying""', ""The hottest girl in here's giving me the eye and"", '']",,"[""Everybody knows, it's gonna be one of those"", 'I can drink to that all night', ""That's the stuff I like"", ""That's the kind of party makes you throw your hands up high"", 'Bout to tie one on', 'Talking gone gone gone', 'Turning all the wrongs into right', 'I can drink to that all night', '', ""Everybody knows, it's gonna be one of those"", 'I can drink to that all night', ""That's the stuff I like"", ""That's the kind of party makes you throw your hands up high"", 'Bout to tie one on', 'Talking gone gone gone', 'Turning all the wrongs into right', 'I can drink to that all night', '', 'I can drink to that all night', '(To that all night)', '']","['Workin on the sweet thing sittin on a bar stool', 'Doin shots of Jack, girl gonna take it old school', 'Singin hell yeah to every song their playing', ""Do ya wanna dance? Baby I'm just saying""]",,,"['Take your cup, fill it up', ""You can't raise it high enough"", 'Take your cup, fill it up', ""You can't raise it high enough"", '', 'Take your cup, fill it up', ""You can't raise it high enough"", 'Take your cup, fill it up', ""You can't raise it high enough"", 'Take your cup, fill it up', ""You can't raise it high enough"", 'Take your cup, fill it up', ""You can't raise it high enough""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Everybody knows, it's gonna be one of those"", 'I can drink to that all night', ""That's the stuff I like"", ""That's the kind of party makes you throw your hands up"", 'I can drink to that all night', ""That's the stuff I like"", ""That's the kind of party makes you throw your hands up high"", 'Bout to tie one on', 'Talkin gone gone gone', 'Turning all the wrongs into right', 'I can drink to that all night', 'I can drink to that all night', 'I can drink to that all night', '(I can drink to that all night)']",,,,,,,,,,,,
"['Yeah, I know a place where kings and paupers', 'Drink with the dreamers and the cheaters and the lawyers', 'And the dealers deal aces from a loaded stack of cards', 'Now what if I told you a place existed', 'Where the magic in the air tastes like moonlight on the lips', 'And no hand in the deck can beat a pair of hearts?', '']",,"[""Everybody's got their arms around"", ""Everybody else's shoulders"", ""Guardin' against the world outside"", 'Like an army of Friday night soldiers', 'The battle wages tomorrow', ""But tonight you don't give a damn"", 'Wish you could stay the way I see you', 'Through my Ray-Bans', ""Everybody's got their arms around"", ""Everybody else's shoulder"", ""Guardin' against the world outside"", 'Like an army of Friday night soldiers', 'The battle wages tomorrow', ""But tonight we don't give a damn"", 'Wish you could stay the way I see you', 'Through my Ray-Bans', '', ""Everybody's got their arms around"", ""Everybody else's shoulders"", ""Guardin' against the world outside"", 'Like an army of Friday night soldiers', 'The battle wages tomorrow', ""But tonight we've got a drink in our hand"", 'Wish you could stay the way I see you', 'Through my Ray-Bans', '']","['I see a place where a moment in time', 'Is a kaleidoscope of color on a canvas of white', ""Where the voices roar at the noise of the poet's rhyme"", ""Would you believe my story or buy what I'm sellin'"", ""If I told you the tale I'm in the middle of tellin'"", 'Is as true as the blue in the grass or the green in the sky?']",,,,,,,"['Ooh, ooh-ooh-ooh-ooh', 'Ooh, ooh-ooh-ooh-ooh', '', 'Ooh, ooh-ooh-ooh-ooh', 'Ooh, ooh-ooh-ooh-ooh', '', 'Ooh, ooh-ooh-ooh-ooh (Ooh, ooh)', 'Ooh, ooh-ooh-ooh-ooh (Ooh)', 'Ooh, ooh-ooh-ooh-ooh (Ooh, ooh)', 'Ooh, ooh-ooh-ooh-ooh (Ooh, ooh)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""We’ve been waitin' on the sun to go down"", 'On this one horse, one stop light, one neon town (Oh yeah, yeah, yeah)', ""And I can't wait to give my boys a round (My gang)"", ""I'm gonna call the girls up 'cause it's 'bout to go down (Oh yeah, yeah, yeah)"", 'We ready like truck stop ice (Ice)', 'Two hands, Bud Light, half-price (Price)', ""Gon' raise ’em up high ’cause"", '']",,"[""It's about time for a drink"", 'It’s about time for a cold one', ""It's about time for a throwback"", 'Play me a country gold one, yeah, yeah', ""I've been waitin' on and waitin’ on a night likе this"", ""It's about time for a drink (Yeah)"", ""It's about time for a drink (Yеah, baby)"", ""You know it is (That's right)"", '', ""It's about time for a drink"", ""It's about time for a cold one"", ""It's about time for a throwback"", 'Play me a country gold one, yeah, yeah', ""I've been waitin' on and waitin' on a night like this"", ""It's about time for a drink (Yeah, woo)"", 'You know it is, yeah, yeah, yeah, yeah', 'Uh, woo', ""Talk to 'em, RD"", '', ""It's about time for a drink"", ""It's about time for a cold one"", ""It's about time for a throwback"", 'Play me a country gold one, yeah, yeah', ""I've been waitin' on and waitin' on a night like this"", ""Yeah, it's about time for a drink (Yeah)"", ""It's about time for a drink (Yeah)"", ""Baby, it's about time for a drink (Come on)""]","['All my people got a tall boy can', 'Or a long neck bottle, or double cup in their hand, yeah', ""Twistin' the top off some Friday plans"", 'Yeah, we walk up in the party like, ""Who\'s ready to dance?"" (Yup, y\'all ready?)', ""We rollin' like Firestone tires (Yeah)"", 'Hands up like a Baptist choir (Oh)', ""Doin' this daggum thing all night, let's go""]",,"['We ready like truck stop ice', ""(Oh, that's right, RD, what we doin', dawg?)"", ""Doin' this daggum thing all night"", 'Hahaha, yeah']","['We ready like truck stop ice (Ice)', 'Two hands, Bud Light, half price (Yes)', ""Gon' raise 'em up high, yeah, yeah, yeah"", ""We rollin' like Firestone tires (Skrrt)"", 'Hands up like a Baptist choir (Oh)', ""Doin' this daggum thing all night, that's right"", '']",,,"['Oh yeah', ""Why don't we give ’em somethin' to turn up to? Hahaha"", ""Let's go (Brrr)"", '']","[""(It's about time, it's about that time"", ""Baby, it's about time for a drink)"", 'You know it is, woo', ""Baby, it's about time for a drink"", ""It's about time, it's about that time"", ""Baby, it's about time for a drink, yeah"", '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""My friend named Jack, he's got my back"", ""He always seems to know right where\u2005I'm\u2005at"", 'My friend Jose,\u2005he likes to play', ""He's always up\u2005for anything I say (Woo)"", '']","['Little bit of Red (Uh-huh)', 'A lotta bit of Crown (Oh, yeah)', ""Don't matter what it is, I'm gonna drink it down, down, down"", '', 'Little bit of Red (Uh-huh)', 'A lotta bit of White (Oh, yeah)', ""Don't matter what it is, it's gonna make it all alright"", '']","['The wine, the beer, the whiskey', 'Are the only things that fix me', ""I'm not sayin' it's a problem, I can stop it if I wanna"", 'But the wine, the beer, the whiskey', 'They always get me', '', 'The wine, the beer, the whiskey', 'Are the only things that fix me', ""I'm not sayin' it's a problem, I can stop it if I wanna"", 'But the wine, the beer, the whiskey', 'They always get me', '', 'The wine, the beer, the whiskey', 'Yeah, I got all my friends here with me', ""I'm not sayin' it's a problem, I can stop it if I wanna"", 'But who would wanna?', 'When the wine, the beer, the whiskey', 'They always get me']","[""My friend named Gin, she's got some friends"", ""I'm talkin' Brandy, Sherry, and their brother Jim"", 'My friend the captain, we call him Morgan', ""He likes to anchor down and hang over 'til mornin'""]",,"['They always get me (They always get me)', 'They always get me', 'Yeah, they always get me, they get me', 'Doo-doo-doo-doo-doo-doo-doo (Ha-ha-ha, brr-brr-doo)']","['(Woo!)', '(Oh, yeah, alright)', '(Woo!)', ""My friend named Tito, he's my amigo"", ""I'm gonna follow him around wherever he go (Woo)"", '']",,,"['Woo!', '(Oh, yeah)', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""My friend named Jack, he's got my back"", ""He always seems to know right where\u2005I'm\u2005at"", 'My friend Jose,\u2005he likes to play', ""He's always up\u2005for anything I say (Woo)"", '']","['Little bit of Red (Uh-huh)', 'A lotta bit of Crown (Oh, yeah)', ""Don't matter what it is, I'm gonna drink it down, down, down"", '', 'Little bit of Red (Uh-huh)', 'A lotta bit of White (Oh, yeah)', ""Don't matter what it is, it's gonna make it all alright"", '']","['The wine, the beer, the whiskey', 'Are the only things that fix me', ""I'm not sayin' it's a problem, I can stop it if I wanna"", 'But the wine, the beer, the whiskey', 'They always get me', '', 'The wine, the beer, the whiskey', 'Are the only things that fix me', ""I'm not sayin' it's a problem, I can stop it if I wanna"", 'But the wine, the beer, the whiskey', 'They always get me', '', 'The wine, the beer, the whiskey', 'Yeah, I got all my friends here with me', ""I'm not sayin' it's a problem, I can stop it if I wanna"", 'But who would wanna?', 'When the wine, the beer, the whiskey', 'They always get me']","[""My friend named Gin, she's got some friends"", ""I'm talkin' Brandy, Sherry, and their brother Jim"", 'My friend the captain, we call him Morgan', ""He likes to anchor down and hang over 'til mornin'""]",,"['They always get me (They always get me)', 'They always get me', 'Yeah, they always get me, they get me', 'Doo-doo-doo-doo-doo-doo-doo (Ha-ha-ha, brr-brr-doo)']","['(Woo!)', '(Oh, yeah, alright)', '(Woo!)', ""My friend named Tito, he's my amigo"", ""I'm gonna follow him around wherever he go (Woo)"", '']",,,"['Woo!', '(Oh, yeah)', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"[""There's a place in town where we all hang out"", 'Where the country girls go and the boys get loud', 'When the whistle blows we make quite the crowd', 'When the sun sets low on Friday', '', 'From the pubs in Ireland to Tennessee', 'From the west coast down to myrtle beach', 'And every little town here in between', 'Yeah we know how to party on Friday', '', 'And the band plays on and the taps they flow', ""The boss man's yelling but we've all gone home"", 'A come a Monday morning I will atone', ""But tonight ain't Monday it's Friday"", '', 'Well I have my job but I love my friends', ""So you know where I'll be when the work week ends"", 'At the little country tavern just around the bend', 'When the sun sets low on Friday', '', 'And the band plays on and the taps they flow', ""The boss man's yelling but we've all gone home"", 'A come a Monday morning I will atone', ""But tonight ain't Monday it's Friday"", '', ""There's a place in town where we all hang out"", 'Where the country girls go and the boys get loud', 'Yeah when the whistle blows we make quite the crowd', 'When the sun sets low on Friday', 'And the band plays on and the taps they flow', ""The boss man's yelling but we've all gone home"", 'A come a Monday morning I will atone', ""But tonight ain't Monday it's Friday"", ""But tonight ain't Monday it's Friday"", ""But tonight ain't Monday it's Friday""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"[""I got my '89 Silverado all shined up"", ""Headin' for the back forty lookin' for mud"", ""These\u2005Firestone\u2005AT2's won't get\u2005stuck"", ""But don't be fooled by what\u2005I'm sayin'"", ""Cause that ain't what's up"", '', ""This ain't no truck song"", ""This ain't no fishtailin' down a dirt road song"", ""Cause you ain't with me sittin' pretty, ridin' shotgun"", ""No girl, you're long gone"", ""This ain't no truck song"", '', 'I got a cooler full of silver bullets back in the bed', 'I got the 20 greatest trucker hits on cassette', 'KC lights are ready to shine up the night', ""But your silhouette won't be there dancin' in the moonlight"", '', ""This ain't no truck song"", ""This ain't no fishtailin' down a dirt road song"", ""Cause you ain't with me sittin' pretty, ridin' shotgun"", ""No girl, you're long gone"", ""This ain't no truck song"", '', ""No, this ain't no truck song!"", 'Woah yeah!', ""Turn up that Take A Little Ride, Somethin' 'Bout A Truck"", 'Truck Yeah, Mud On the Tires, I Drive Your Truck', 'Pick Up Man', 'Dirt Road Anthem, We Rode In Trucks', ""But don't be fooled just cause I'm listenin' to Hillbilly Deluxe"", '', ""This ain't no truck song"", ""This ain't no fishtailin' down a dirt road song"", ""Cause you ain't with me sittin' pretty, ridin' shotgun"", ""No girl, you're long gone"", ""This ain't no truck song"", '', ""This ain't no truck song"", ""This ain't no fishtailin' down a dirt road song"", ""Cause you ain't with me sittin' pretty, ridin' shotgun"", ""No girl, you're long gone"", ""This ain't no truck song"", '', ""You ain't ridin' shotgun"", ""Cause now you're long gone"", ""This ain't no truck song"", '', ""You ain't never comin' back, no, no"", 'Hey! See ya!', 'Ah, keep playing baby, one more time!', 'Yeah...', ""You ain't ridin' shotgun"", ""Cause now you're long gone"", ""This ain't no truck song"", ""Hell no, it ain't, hahahaha, yeah!""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
